timestamp, power.draw.instant [W], clocks.current.sm [MHz]
2023/08/30 15:33:56.798, 77.67 W, 1755 MHz
2023/08/30 15:33:56.801, 77.67 W, 1755 MHz
2023/08/30 15:33:56.805, 77.67 W, 1755 MHz
2023/08/30 15:33:56.811, 77.67 W, 1755 MHz
2023/08/30 15:33:56.815, 77.67 W, 1755 MHz
2023/08/30 15:33:56.818, 77.67 W, 1755 MHz
2023/08/30 15:33:56.821, 77.68 W, 1755 MHz
2023/08/30 15:33:56.826, 77.68 W, 1755 MHz
2023/08/30 15:33:56.840, 77.68 W, 1755 MHz
2023/08/30 15:33:56.843, 77.68 W, 1755 MHz
2023/08/30 15:33:56.847, 77.68 W, 1755 MHz
2023/08/30 15:33:56.852, 77.68 W, 1755 MHz
2023/08/30 15:33:56.855, 77.68 W, 1755 MHz
2023/08/30 15:33:56.858, 77.68 W, 1755 MHz
2023/08/30 15:33:56.861, 77.68 W, 1755 MHz
2023/08/30 15:33:56.865, 77.68 W, 1755 MHz
2023/08/30 15:33:56.871, 77.68 W, 1755 MHz
2023/08/30 15:33:56.875, 77.68 W, 1755 MHz
2023/08/30 15:33:56.878, 77.68 W, 1755 MHz
2023/08/30 15:33:56.881, 77.68 W, 1755 MHz
2023/08/30 15:33:56.885, 77.68 W, 1755 MHz
2023/08/30 15:33:56.888, 77.68 W, 1755 MHz
2023/08/30 15:33:56.893, 77.68 W, 1755 MHz
2023/08/30 15:33:56.896, 77.68 W, 1755 MHz
2023/08/30 15:33:56.899, 77.68 W, 1755 MHz
2023/08/30 15:33:56.903, 77.68 W, 1755 MHz
2023/08/30 15:33:56.906, 77.68 W, 1755 MHz
2023/08/30 15:33:56.911, 77.68 W, 1755 MHz
2023/08/30 15:33:56.915, 77.68 W, 1755 MHz
2023/08/30 15:33:56.918, 77.68 W, 1755 MHz
2023/08/30 15:33:56.922, 77.67 W, 1755 MHz
2023/08/30 15:33:56.926, 77.67 W, 1755 MHz
2023/08/30 15:33:56.942, 77.67 W, 1755 MHz
2023/08/30 15:33:56.946, 77.67 W, 1755 MHz
2023/08/30 15:33:56.951, 77.67 W, 1755 MHz
2023/08/30 15:33:56.955, 77.67 W, 1755 MHz
2023/08/30 15:33:56.958, 77.67 W, 1755 MHz
2023/08/30 15:33:56.961, 77.67 W, 1755 MHz
2023/08/30 15:33:56.964, 77.67 W, 1755 MHz
2023/08/30 15:33:56.971, 77.67 W, 1755 MHz
2023/08/30 15:33:56.974, 77.67 W, 1755 MHz
2023/08/30 15:33:56.977, 77.67 W, 1755 MHz
2023/08/30 15:33:56.981, 77.67 W, 1755 MHz
2023/08/30 15:33:56.984, 77.67 W, 1755 MHz
2023/08/30 15:33:56.987, 77.67 W, 1755 MHz
2023/08/30 15:33:56.992, 77.67 W, 1755 MHz
2023/08/30 15:33:56.995, 77.67 W, 1755 MHz
2023/08/30 15:33:56.999, 77.67 W, 1755 MHz
2023/08/30 15:33:57.002, 77.67 W, 1755 MHz
2023/08/30 15:33:57.005, 77.67 W, 1755 MHz
2023/08/30 15:33:57.011, 77.67 W, 1755 MHz
2023/08/30 15:33:57.015, 77.67 W, 1755 MHz
2023/08/30 15:33:57.018, 77.67 W, 1755 MHz
2023/08/30 15:33:57.021, 77.72 W, 1755 MHz
2023/08/30 15:33:57.026, 77.72 W, 1755 MHz
2023/08/30 15:33:57.040, 77.72 W, 1755 MHz
2023/08/30 15:33:57.044, 77.72 W, 1755 MHz
2023/08/30 15:33:57.047, 77.72 W, 1755 MHz
2023/08/30 15:33:57.052, 77.72 W, 1755 MHz
2023/08/30 15:33:57.055, 77.72 W, 1755 MHz
2023/08/30 15:33:57.059, 77.72 W, 1755 MHz
2023/08/30 15:33:57.062, 77.72 W, 1755 MHz
2023/08/30 15:33:57.065, 77.72 W, 1755 MHz
2023/08/30 15:33:57.071, 77.72 W, 1755 MHz
2023/08/30 15:33:57.075, 77.72 W, 1755 MHz
2023/08/30 15:33:57.078, 77.72 W, 1755 MHz
2023/08/30 15:33:57.081, 77.72 W, 1755 MHz
2023/08/30 15:33:57.084, 77.72 W, 1755 MHz
2023/08/30 15:33:57.088, 77.72 W, 1755 MHz
2023/08/30 15:33:57.093, 77.72 W, 1755 MHz
2023/08/30 15:33:57.096, 77.72 W, 1755 MHz
2023/08/30 15:33:57.100, 77.72 W, 1755 MHz
2023/08/30 15:33:57.103, 77.72 W, 1755 MHz
2023/08/30 15:33:57.106, 77.72 W, 1755 MHz
2023/08/30 15:33:57.112, 77.72 W, 1755 MHz
2023/08/30 15:33:57.115, 77.72 W, 1755 MHz
2023/08/30 15:33:57.118, 77.72 W, 1755 MHz
2023/08/30 15:33:57.122, 77.58 W, 1755 MHz
2023/08/30 15:33:57.126, 77.58 W, 1755 MHz
2023/08/30 15:33:57.144, 77.58 W, 1755 MHz
2023/08/30 15:33:57.148, 77.58 W, 1755 MHz
2023/08/30 15:33:57.153, 77.58 W, 1755 MHz
2023/08/30 15:33:57.156, 77.58 W, 1755 MHz
2023/08/30 15:33:57.159, 77.58 W, 1755 MHz
2023/08/30 15:33:57.162, 77.58 W, 1755 MHz
2023/08/30 15:33:57.166, 77.58 W, 1755 MHz
2023/08/30 15:33:57.171, 77.58 W, 1755 MHz
2023/08/30 15:33:57.175, 77.58 W, 1755 MHz
2023/08/30 15:33:57.178, 77.58 W, 1755 MHz
2023/08/30 15:33:57.181, 77.58 W, 1755 MHz
2023/08/30 15:33:57.185, 77.58 W, 1755 MHz
2023/08/30 15:33:57.191, 77.58 W, 1755 MHz
2023/08/30 15:33:57.195, 77.58 W, 1755 MHz
2023/08/30 15:33:57.198, 77.58 W, 1755 MHz
2023/08/30 15:33:57.201, 77.58 W, 1755 MHz
2023/08/30 15:33:57.204, 77.58 W, 1755 MHz
2023/08/30 15:33:57.208, 77.58 W, 1755 MHz
2023/08/30 15:33:57.213, 77.58 W, 1755 MHz
2023/08/30 15:33:57.216, 77.58 W, 1755 MHz
2023/08/30 15:33:57.219, 77.58 W, 1755 MHz
2023/08/30 15:33:57.223, 77.57 W, 1755 MHz
2023/08/30 15:33:57.227, 77.57 W, 1755 MHz
2023/08/30 15:33:57.240, 77.57 W, 1755 MHz
2023/08/30 15:33:57.243, 77.57 W, 1755 MHz
2023/08/30 15:33:57.247, 77.57 W, 1755 MHz
2023/08/30 15:33:57.252, 77.57 W, 1755 MHz
2023/08/30 15:33:57.255, 77.57 W, 1755 MHz
2023/08/30 15:33:57.258, 77.57 W, 1755 MHz
2023/08/30 15:33:57.262, 77.57 W, 1755 MHz
2023/08/30 15:33:57.265, 77.57 W, 1755 MHz
2023/08/30 15:33:57.271, 77.57 W, 1755 MHz
2023/08/30 15:33:57.275, 77.57 W, 1755 MHz
2023/08/30 15:33:57.278, 77.57 W, 1755 MHz
2023/08/30 15:33:57.281, 77.57 W, 1755 MHz
2023/08/30 15:33:57.284, 77.57 W, 1755 MHz
2023/08/30 15:33:57.288, 77.57 W, 1755 MHz
2023/08/30 15:33:57.293, 77.57 W, 1755 MHz
2023/08/30 15:33:57.296, 77.57 W, 1755 MHz
2023/08/30 15:33:57.299, 77.57 W, 1755 MHz
2023/08/30 15:33:57.303, 77.57 W, 1755 MHz
2023/08/30 15:33:57.306, 77.57 W, 1755 MHz
2023/08/30 15:33:57.311, 77.57 W, 1755 MHz
2023/08/30 15:33:57.315, 77.57 W, 1755 MHz
2023/08/30 15:33:57.318, 77.57 W, 1755 MHz
2023/08/30 15:33:57.321, 77.58 W, 1755 MHz
2023/08/30 15:33:57.326, 77.58 W, 1755 MHz
2023/08/30 15:33:57.342, 77.58 W, 1755 MHz
2023/08/30 15:33:57.346, 77.58 W, 1755 MHz
2023/08/30 15:33:57.351, 77.58 W, 1755 MHz
2023/08/30 15:33:57.355, 77.58 W, 1755 MHz
2023/08/30 15:33:57.358, 77.58 W, 1755 MHz
2023/08/30 15:33:57.361, 77.58 W, 1755 MHz
2023/08/30 15:33:57.364, 77.58 W, 1755 MHz
2023/08/30 15:33:57.368, 77.58 W, 1755 MHz
2023/08/30 15:33:57.373, 77.58 W, 1755 MHz
2023/08/30 15:33:57.376, 77.58 W, 1755 MHz
2023/08/30 15:33:57.379, 77.58 W, 1755 MHz
2023/08/30 15:33:57.383, 77.58 W, 1755 MHz
2023/08/30 15:33:57.386, 77.58 W, 1755 MHz
2023/08/30 15:33:57.391, 77.58 W, 1755 MHz
2023/08/30 15:33:57.395, 77.58 W, 1755 MHz
2023/08/30 15:33:57.398, 77.58 W, 1755 MHz
2023/08/30 15:33:57.401, 77.58 W, 1755 MHz
2023/08/30 15:33:57.404, 77.58 W, 1755 MHz
2023/08/30 15:33:57.408, 77.58 W, 1755 MHz
2023/08/30 15:33:57.413, 77.58 W, 1755 MHz
2023/08/30 15:33:57.416, 77.58 W, 1755 MHz
2023/08/30 15:33:57.423, 77.57 W, 1755 MHz
2023/08/30 15:33:57.427, 77.57 W, 1755 MHz
2023/08/30 15:33:57.440, 77.57 W, 1755 MHz
2023/08/30 15:33:57.444, 77.57 W, 1755 MHz
2023/08/30 15:33:57.447, 77.57 W, 1755 MHz
2023/08/30 15:33:57.452, 77.57 W, 1755 MHz
2023/08/30 15:33:57.455, 77.57 W, 1755 MHz
2023/08/30 15:33:57.477, 77.57 W, 1755 MHz
2023/08/30 15:33:57.481, 77.57 W, 1755 MHz
2023/08/30 15:33:57.484, 77.57 W, 1755 MHz
2023/08/30 15:33:57.488, 77.57 W, 1755 MHz
2023/08/30 15:33:57.493, 77.57 W, 1755 MHz
2023/08/30 15:33:57.496, 77.57 W, 1755 MHz
2023/08/30 15:33:57.500, 77.57 W, 1755 MHz
2023/08/30 15:33:57.503, 77.57 W, 1755 MHz
2023/08/30 15:33:57.507, 77.57 W, 1755 MHz
2023/08/30 15:33:57.512, 77.57 W, 1755 MHz
2023/08/30 15:33:57.515, 77.57 W, 1755 MHz
2023/08/30 15:33:57.518, 77.57 W, 1755 MHz
2023/08/30 15:33:57.525, 77.19 W, 1755 MHz
2023/08/30 15:33:57.543, 77.19 W, 1755 MHz
2023/08/30 15:33:57.546, 77.19 W, 1755 MHz
2023/08/30 15:33:57.552, 77.19 W, 1755 MHz
2023/08/30 15:33:57.555, 77.19 W, 1755 MHz
2023/08/30 15:33:57.558, 77.19 W, 1755 MHz
2023/08/30 15:33:57.562, 77.19 W, 1755 MHz
2023/08/30 15:33:57.565, 77.19 W, 1755 MHz
2023/08/30 15:33:57.571, 77.19 W, 1755 MHz
2023/08/30 15:33:57.575, 77.19 W, 1755 MHz
2023/08/30 15:33:57.578, 77.19 W, 1755 MHz
2023/08/30 15:33:57.581, 77.19 W, 1755 MHz
2023/08/30 15:33:57.585, 77.19 W, 1755 MHz
2023/08/30 15:33:57.588, 77.19 W, 1755 MHz
2023/08/30 15:33:57.593, 77.19 W, 1755 MHz
2023/08/30 15:33:57.596, 77.19 W, 1755 MHz
2023/08/30 15:33:57.600, 77.19 W, 1755 MHz
2023/08/30 15:33:57.603, 77.19 W, 1755 MHz
2023/08/30 15:33:57.606, 77.19 W, 1755 MHz
2023/08/30 15:33:57.611, 77.19 W, 1755 MHz
2023/08/30 15:33:57.615, 77.19 W, 1755 MHz
2023/08/30 15:33:57.618, 77.19 W, 1755 MHz
2023/08/30 15:33:57.621, 77.67 W, 1755 MHz
2023/08/30 15:33:57.626, 77.67 W, 1755 MHz
2023/08/30 15:33:57.640, 77.67 W, 1755 MHz
2023/08/30 15:33:57.643, 77.67 W, 1755 MHz
2023/08/30 15:33:57.646, 77.67 W, 1755 MHz
2023/08/30 15:33:57.652, 77.67 W, 1755 MHz
2023/08/30 15:33:57.655, 77.67 W, 1755 MHz
2023/08/30 15:33:57.658, 77.67 W, 1755 MHz
2023/08/30 15:33:57.661, 77.67 W, 1755 MHz
2023/08/30 15:33:57.664, 77.67 W, 1755 MHz
2023/08/30 15:33:57.671, 77.67 W, 1755 MHz
2023/08/30 15:33:57.674, 77.67 W, 1755 MHz
2023/08/30 15:33:57.677, 77.67 W, 1755 MHz
2023/08/30 15:33:57.681, 77.67 W, 1755 MHz
2023/08/30 15:33:57.684, 77.67 W, 1755 MHz
2023/08/30 15:33:57.687, 77.67 W, 1755 MHz
2023/08/30 15:33:57.692, 77.67 W, 1755 MHz
2023/08/30 15:33:57.695, 77.67 W, 1755 MHz
2023/08/30 15:33:57.699, 77.67 W, 1755 MHz
2023/08/30 15:33:57.702, 77.67 W, 1755 MHz
2023/08/30 15:33:57.705, 77.67 W, 1755 MHz
2023/08/30 15:33:57.711, 77.67 W, 1755 MHz
2023/08/30 15:33:57.715, 77.67 W, 1755 MHz
2023/08/30 15:33:57.718, 77.67 W, 1755 MHz
2023/08/30 15:33:57.721, 77.67 W, 1755 MHz
2023/08/30 15:33:57.726, 77.67 W, 1755 MHz
2023/08/30 15:33:57.741, 77.67 W, 1755 MHz
2023/08/30 15:33:57.745, 77.67 W, 1755 MHz
2023/08/30 15:33:57.748, 77.67 W, 1755 MHz
2023/08/30 15:33:57.753, 77.67 W, 1755 MHz
2023/08/30 15:33:57.756, 77.67 W, 1755 MHz
2023/08/30 15:33:57.759, 77.67 W, 1755 MHz
2023/08/30 15:33:57.763, 77.67 W, 1755 MHz
2023/08/30 15:33:57.766, 77.67 W, 1755 MHz
2023/08/30 15:33:57.771, 77.67 W, 1755 MHz
2023/08/30 15:33:57.775, 77.67 W, 1755 MHz
2023/08/30 15:33:57.778, 77.67 W, 1755 MHz
2023/08/30 15:33:57.781, 77.67 W, 1755 MHz
2023/08/30 15:33:57.784, 77.67 W, 1755 MHz
2023/08/30 15:33:57.788, 77.67 W, 1755 MHz
2023/08/30 15:33:57.793, 77.67 W, 1755 MHz
2023/08/30 15:33:57.796, 77.67 W, 1755 MHz
2023/08/30 15:33:57.799, 77.67 W, 1755 MHz
2023/08/30 15:33:57.802, 77.67 W, 1755 MHz
2023/08/30 15:33:57.806, 77.67 W, 1755 MHz
2023/08/30 15:33:57.811, 77.67 W, 1755 MHz
2023/08/30 15:33:57.815, 77.67 W, 1755 MHz
2023/08/30 15:33:57.818, 77.67 W, 1755 MHz
2023/08/30 15:33:57.821, 77.67 W, 1755 MHz
2023/08/30 15:33:57.824, 78.16 W, 1755 MHz
2023/08/30 15:33:57.829, 78.16 W, 1755 MHz
2023/08/30 15:33:57.841, 78.16 W, 1755 MHz
2023/08/30 15:33:57.844, 78.16 W, 1755 MHz
2023/08/30 15:33:57.847, 78.16 W, 1755 MHz
2023/08/30 15:33:57.852, 78.16 W, 1755 MHz
2023/08/30 15:33:57.855, 78.16 W, 1755 MHz
2023/08/30 15:33:57.859, 78.16 W, 1755 MHz
2023/08/30 15:33:57.862, 78.16 W, 1755 MHz
2023/08/30 15:33:57.865, 78.16 W, 1755 MHz
2023/08/30 15:33:57.871, 78.16 W, 1755 MHz
2023/08/30 15:33:57.875, 78.16 W, 1755 MHz
2023/08/30 15:33:57.878, 78.16 W, 1755 MHz
2023/08/30 15:33:57.881, 78.16 W, 1755 MHz
2023/08/30 15:33:57.884, 78.16 W, 1755 MHz
2023/08/30 15:33:57.888, 78.16 W, 1755 MHz
2023/08/30 15:33:57.893, 78.16 W, 1755 MHz
2023/08/30 15:33:57.896, 78.16 W, 1755 MHz
2023/08/30 15:33:57.899, 78.16 W, 1755 MHz
2023/08/30 15:33:57.902, 78.16 W, 1755 MHz
2023/08/30 15:33:57.906, 78.16 W, 1755 MHz
2023/08/30 15:33:57.911, 78.16 W, 1755 MHz
2023/08/30 15:33:57.915, 78.16 W, 1755 MHz
2023/08/30 15:33:57.918, 78.16 W, 1755 MHz
2023/08/30 15:33:57.921, 77.67 W, 1755 MHz
2023/08/30 15:33:57.926, 77.67 W, 1755 MHz
2023/08/30 15:33:57.942, 77.67 W, 1755 MHz
2023/08/30 15:33:57.945, 77.67 W, 1755 MHz
2023/08/30 15:33:57.951, 77.67 W, 1755 MHz
2023/08/30 15:33:57.955, 77.67 W, 1755 MHz
2023/08/30 15:33:57.958, 77.67 W, 1755 MHz
2023/08/30 15:33:57.961, 77.67 W, 1755 MHz
2023/08/30 15:33:57.964, 77.67 W, 1755 MHz
2023/08/30 15:33:57.968, 77.67 W, 1755 MHz
2023/08/30 15:33:57.973, 77.67 W, 1755 MHz
2023/08/30 15:33:57.976, 77.67 W, 1755 MHz
2023/08/30 15:33:57.979, 77.67 W, 1755 MHz
2023/08/30 15:33:57.983, 77.67 W, 1755 MHz
2023/08/30 15:33:57.986, 77.67 W, 1755 MHz
2023/08/30 15:33:57.991, 77.67 W, 1755 MHz
2023/08/30 15:33:57.995, 77.67 W, 1755 MHz
2023/08/30 15:33:57.998, 77.67 W, 1755 MHz
2023/08/30 15:33:58.001, 77.67 W, 1755 MHz
2023/08/30 15:33:58.004, 77.67 W, 1755 MHz
2023/08/30 15:33:58.008, 77.67 W, 1755 MHz
2023/08/30 15:33:58.013, 77.67 W, 1755 MHz
2023/08/30 15:33:58.016, 77.67 W, 1755 MHz
2023/08/30 15:33:58.019, 77.67 W, 1755 MHz
2023/08/30 15:33:58.022, 77.58 W, 1755 MHz
2023/08/30 15:33:58.026, 77.58 W, 1755 MHz
2023/08/30 15:33:58.040, 77.58 W, 1755 MHz
2023/08/30 15:33:58.043, 77.58 W, 1755 MHz
2023/08/30 15:33:58.047, 77.58 W, 1755 MHz
2023/08/30 15:33:58.051, 77.58 W, 1755 MHz
2023/08/30 15:33:58.055, 77.58 W, 1755 MHz
2023/08/30 15:33:58.058, 77.58 W, 1755 MHz
2023/08/30 15:33:58.061, 77.58 W, 1755 MHz
2023/08/30 15:33:58.064, 77.58 W, 1755 MHz
2023/08/30 15:33:58.068, 77.58 W, 1755 MHz
2023/08/30 15:33:58.073, 77.58 W, 1755 MHz
2023/08/30 15:33:58.076, 77.58 W, 1755 MHz
2023/08/30 15:33:58.079, 77.58 W, 1755 MHz
2023/08/30 15:33:58.083, 77.58 W, 1755 MHz
2023/08/30 15:33:58.086, 77.58 W, 1755 MHz
2023/08/30 15:33:58.092, 77.58 W, 1755 MHz
2023/08/30 15:33:58.095, 77.58 W, 1755 MHz
2023/08/30 15:33:58.098, 77.58 W, 1755 MHz
2023/08/30 15:33:58.101, 77.58 W, 1755 MHz
2023/08/30 15:33:58.105, 77.58 W, 1755 MHz
2023/08/30 15:33:58.111, 77.58 W, 1755 MHz
2023/08/30 15:33:58.115, 77.58 W, 1755 MHz
2023/08/30 15:33:58.118, 77.58 W, 1755 MHz
2023/08/30 15:33:58.121, 77.68 W, 1755 MHz
2023/08/30 15:33:58.126, 77.68 W, 1755 MHz
2023/08/30 15:33:58.144, 77.68 W, 1755 MHz
2023/08/30 15:33:58.147, 77.68 W, 1755 MHz
2023/08/30 15:33:58.153, 77.68 W, 1755 MHz
2023/08/30 15:33:58.156, 77.68 W, 1755 MHz
2023/08/30 15:33:58.159, 77.68 W, 1755 MHz
2023/08/30 15:33:58.162, 77.68 W, 1755 MHz
2023/08/30 15:33:58.166, 77.68 W, 1755 MHz
2023/08/30 15:33:58.171, 77.68 W, 1755 MHz
2023/08/30 15:33:58.174, 77.68 W, 1755 MHz
2023/08/30 15:33:58.178, 77.68 W, 1755 MHz
2023/08/30 15:33:58.181, 77.68 W, 1755 MHz
2023/08/30 15:33:58.184, 77.68 W, 1755 MHz
2023/08/30 15:33:58.188, 77.68 W, 1755 MHz
2023/08/30 15:33:58.193, 77.68 W, 1755 MHz
2023/08/30 15:33:58.196, 77.68 W, 1755 MHz
2023/08/30 15:33:58.199, 77.68 W, 1755 MHz
2023/08/30 15:33:58.202, 77.68 W, 1755 MHz
2023/08/30 15:33:58.205, 77.68 W, 1755 MHz
2023/08/30 15:33:58.211, 77.68 W, 1755 MHz
2023/08/30 15:33:58.215, 77.68 W, 1755 MHz
2023/08/30 15:33:58.218, 77.68 W, 1755 MHz
2023/08/30 15:33:58.221, 77.67 W, 1755 MHz
2023/08/30 15:33:58.226, 77.67 W, 1755 MHz
2023/08/30 15:33:58.240, 77.67 W, 1755 MHz
2023/08/30 15:33:58.243, 77.67 W, 1755 MHz
2023/08/30 15:33:58.247, 77.67 W, 1755 MHz
2023/08/30 15:33:58.252, 77.67 W, 1755 MHz
2023/08/30 15:33:58.255, 77.67 W, 1755 MHz
2023/08/30 15:33:58.258, 77.67 W, 1755 MHz
2023/08/30 15:33:58.261, 77.67 W, 1755 MHz
2023/08/30 15:33:58.265, 77.67 W, 1755 MHz
2023/08/30 15:33:58.271, 77.67 W, 1755 MHz
2023/08/30 15:33:58.275, 77.67 W, 1755 MHz
2023/08/30 15:33:58.278, 77.67 W, 1755 MHz
2023/08/30 15:33:58.281, 77.67 W, 1755 MHz
2023/08/30 15:33:58.284, 77.67 W, 1755 MHz
2023/08/30 15:33:58.287, 77.67 W, 1755 MHz
2023/08/30 15:33:58.293, 77.67 W, 1755 MHz
2023/08/30 15:33:58.296, 77.67 W, 1755 MHz
2023/08/30 15:33:58.299, 77.67 W, 1755 MHz
2023/08/30 15:33:58.303, 77.67 W, 1755 MHz
2023/08/30 15:33:58.306, 77.67 W, 1755 MHz
2023/08/30 15:33:58.312, 77.67 W, 1755 MHz
2023/08/30 15:33:58.315, 77.67 W, 1755 MHz
2023/08/30 15:33:58.318, 77.67 W, 1755 MHz
2023/08/30 15:33:58.321, 77.67 W, 1755 MHz
2023/08/30 15:33:58.326, 77.67 W, 1755 MHz
2023/08/30 15:33:58.342, 77.67 W, 1755 MHz
2023/08/30 15:33:58.346, 77.67 W, 1755 MHz
2023/08/30 15:33:58.351, 77.67 W, 1755 MHz
2023/08/30 15:33:58.355, 77.67 W, 1755 MHz
2023/08/30 15:33:58.358, 77.67 W, 1755 MHz
2023/08/30 15:33:58.361, 77.67 W, 1755 MHz
2023/08/30 15:33:58.365, 77.67 W, 1755 MHz
2023/08/30 15:33:58.368, 77.67 W, 1755 MHz
2023/08/30 15:33:58.373, 77.67 W, 1755 MHz
2023/08/30 15:33:58.376, 77.67 W, 1755 MHz
2023/08/30 15:33:58.379, 77.67 W, 1755 MHz
2023/08/30 15:33:58.383, 77.67 W, 1755 MHz
2023/08/30 15:33:58.386, 77.67 W, 1755 MHz
2023/08/30 15:33:58.391, 77.67 W, 1755 MHz
2023/08/30 15:33:58.395, 77.67 W, 1755 MHz
2023/08/30 15:33:58.398, 77.67 W, 1755 MHz
2023/08/30 15:33:58.401, 77.67 W, 1755 MHz
2023/08/30 15:33:58.404, 77.67 W, 1755 MHz
2023/08/30 15:33:58.408, 77.67 W, 1755 MHz
2023/08/30 15:33:58.413, 77.67 W, 1755 MHz
2023/08/30 15:33:58.416, 77.67 W, 1755 MHz
2023/08/30 15:33:58.419, 77.67 W, 1755 MHz
2023/08/30 15:33:58.423, 77.68 W, 1755 MHz
2023/08/30 15:33:58.427, 77.68 W, 1755 MHz
2023/08/30 15:33:58.440, 77.68 W, 1755 MHz
2023/08/30 15:33:58.443, 77.68 W, 1755 MHz
2023/08/30 15:33:58.447, 77.68 W, 1755 MHz
2023/08/30 15:33:58.452, 77.68 W, 1755 MHz
2023/08/30 15:33:58.455, 77.68 W, 1755 MHz
2023/08/30 15:33:58.458, 77.68 W, 1755 MHz
2023/08/30 15:33:58.461, 77.68 W, 1755 MHz
2023/08/30 15:33:58.464, 77.68 W, 1755 MHz
2023/08/30 15:33:58.468, 77.68 W, 1755 MHz
2023/08/30 15:33:58.473, 77.68 W, 1755 MHz
2023/08/30 15:33:58.476, 77.68 W, 1755 MHz
2023/08/30 15:33:58.479, 77.68 W, 1755 MHz
2023/08/30 15:33:58.483, 77.68 W, 1755 MHz
2023/08/30 15:33:58.486, 77.68 W, 1755 MHz
2023/08/30 15:33:58.491, 77.68 W, 1755 MHz
2023/08/30 15:33:58.495, 77.68 W, 1755 MHz
2023/08/30 15:33:58.498, 77.68 W, 1755 MHz
2023/08/30 15:33:58.501, 77.68 W, 1755 MHz
2023/08/30 15:33:58.505, 77.68 W, 1755 MHz
2023/08/30 15:33:58.512, 77.68 W, 1755 MHz
2023/08/30 15:33:58.515, 77.68 W, 1755 MHz
2023/08/30 15:33:58.518, 77.68 W, 1755 MHz
2023/08/30 15:33:58.521, 77.67 W, 1755 MHz
2023/08/30 15:33:58.526, 77.67 W, 1755 MHz
2023/08/30 15:33:58.542, 77.67 W, 1755 MHz
2023/08/30 15:33:58.545, 77.67 W, 1755 MHz
2023/08/30 15:33:58.551, 77.67 W, 1755 MHz
2023/08/30 15:33:58.555, 77.67 W, 1755 MHz
2023/08/30 15:33:58.558, 77.67 W, 1755 MHz
2023/08/30 15:33:58.561, 77.67 W, 1755 MHz
2023/08/30 15:33:58.564, 77.67 W, 1755 MHz
2023/08/30 15:33:58.568, 77.67 W, 1755 MHz
2023/08/30 15:33:58.573, 77.67 W, 1755 MHz
2023/08/30 15:33:58.576, 77.67 W, 1755 MHz
2023/08/30 15:33:58.579, 77.67 W, 1755 MHz
2023/08/30 15:33:58.583, 77.67 W, 1755 MHz
2023/08/30 15:33:58.586, 77.67 W, 1755 MHz
2023/08/30 15:33:58.591, 77.67 W, 1755 MHz
2023/08/30 15:33:58.595, 77.67 W, 1755 MHz
2023/08/30 15:33:58.598, 77.67 W, 1755 MHz
2023/08/30 15:33:58.601, 77.67 W, 1755 MHz
2023/08/30 15:33:58.604, 77.67 W, 1755 MHz
2023/08/30 15:33:58.608, 77.67 W, 1755 MHz
2023/08/30 15:33:58.613, 77.67 W, 1755 MHz
2023/08/30 15:33:58.616, 77.67 W, 1755 MHz
2023/08/30 15:33:58.619, 77.67 W, 1755 MHz
2023/08/30 15:33:58.622, 77.68 W, 1755 MHz
2023/08/30 15:33:58.626, 77.68 W, 1755 MHz
2023/08/30 15:33:58.640, 77.68 W, 1755 MHz
2023/08/30 15:33:58.643, 77.68 W, 1755 MHz
2023/08/30 15:33:58.647, 77.68 W, 1755 MHz
2023/08/30 15:33:58.652, 77.68 W, 1755 MHz
2023/08/30 15:33:58.655, 77.68 W, 1755 MHz
2023/08/30 15:33:58.658, 77.68 W, 1755 MHz
2023/08/30 15:33:58.661, 77.68 W, 1755 MHz
2023/08/30 15:33:58.665, 77.68 W, 1755 MHz
2023/08/30 15:33:58.671, 77.68 W, 1755 MHz
2023/08/30 15:33:58.675, 77.68 W, 1755 MHz
2023/08/30 15:33:58.678, 77.68 W, 1755 MHz
2023/08/30 15:33:58.681, 77.68 W, 1755 MHz
2023/08/30 15:33:58.684, 77.68 W, 1755 MHz
2023/08/30 15:33:58.688, 77.68 W, 1755 MHz
2023/08/30 15:33:58.693, 77.68 W, 1755 MHz
2023/08/30 15:33:58.696, 77.68 W, 1755 MHz
2023/08/30 15:33:58.699, 77.68 W, 1755 MHz
2023/08/30 15:33:58.702, 77.68 W, 1755 MHz
2023/08/30 15:33:58.705, 77.68 W, 1755 MHz
2023/08/30 15:33:58.711, 77.68 W, 1755 MHz
2023/08/30 15:33:58.715, 77.68 W, 1755 MHz
2023/08/30 15:33:58.718, 77.68 W, 1755 MHz
2023/08/30 15:33:58.721, 77.68 W, 1755 MHz
2023/08/30 15:33:58.726, 77.68 W, 1755 MHz
2023/08/30 15:33:58.751, 77.68 W, 1755 MHz
2023/08/30 15:33:58.755, 77.68 W, 1755 MHz
2023/08/30 15:33:58.758, 77.68 W, 1755 MHz
2023/08/30 15:33:58.762, 77.68 W, 1755 MHz
2023/08/30 15:33:58.766, 77.68 W, 1755 MHz
2023/08/30 15:33:58.772, 77.68 W, 1755 MHz
2023/08/30 15:33:58.775, 77.68 W, 1755 MHz
2023/08/30 15:33:58.779, 77.68 W, 1755 MHz
2023/08/30 15:33:58.782, 77.68 W, 1755 MHz
2023/08/30 15:33:58.786, 77.68 W, 1755 MHz
2023/08/30 15:33:58.792, 77.68 W, 1755 MHz
