timestamp, power.draw.instant [W], clocks.current.sm [MHz]
2023/08/30 15:32:39.859, 77.57 W, 1755 MHz
2023/08/30 15:32:39.862, 77.57 W, 1755 MHz
2023/08/30 15:32:39.866, 77.57 W, 1755 MHz
2023/08/30 15:32:39.871, 77.57 W, 1755 MHz
2023/08/30 15:32:39.874, 77.57 W, 1755 MHz
2023/08/30 15:32:39.878, 77.57 W, 1755 MHz
2023/08/30 15:32:39.882, 77.57 W, 1755 MHz
2023/08/30 15:32:39.885, 77.57 W, 1755 MHz
2023/08/30 15:32:39.891, 77.57 W, 1755 MHz
2023/08/30 15:32:39.894, 77.57 W, 1755 MHz
2023/08/30 15:32:39.898, 77.57 W, 1755 MHz
2023/08/30 15:32:39.901, 77.57 W, 1755 MHz
2023/08/30 15:32:39.904, 77.57 W, 1755 MHz
2023/08/30 15:32:39.911, 77.57 W, 1755 MHz
2023/08/30 15:32:39.914, 77.57 W, 1755 MHz
2023/08/30 15:32:39.918, 77.57 W, 1755 MHz
2023/08/30 15:32:39.921, 77.57 W, 1755 MHz
2023/08/30 15:32:39.925, 77.57 W, 1755 MHz
2023/08/30 15:32:39.944, 77.57 W, 1755 MHz
2023/08/30 15:32:39.951, 77.57 W, 1755 MHz
2023/08/30 15:32:39.954, 77.57 W, 1755 MHz
2023/08/30 15:32:39.958, 77.57 W, 1755 MHz
2023/08/30 15:32:39.961, 77.57 W, 1755 MHz
2023/08/30 15:32:39.964, 77.57 W, 1755 MHz
2023/08/30 15:32:39.971, 77.57 W, 1755 MHz
2023/08/30 15:32:39.974, 77.57 W, 1755 MHz
2023/08/30 15:32:39.978, 77.57 W, 1755 MHz
2023/08/30 15:32:39.981, 77.57 W, 1755 MHz
2023/08/30 15:32:39.984, 77.57 W, 1755 MHz
2023/08/30 15:32:39.991, 77.57 W, 1755 MHz
2023/08/30 15:32:39.994, 77.57 W, 1755 MHz
2023/08/30 15:32:39.997, 77.57 W, 1755 MHz
2023/08/30 15:32:40.001, 77.57 W, 1755 MHz
2023/08/30 15:32:40.004, 77.57 W, 1755 MHz
2023/08/30 15:32:40.011, 77.57 W, 1755 MHz
2023/08/30 15:32:40.014, 77.57 W, 1755 MHz
2023/08/30 15:32:40.018, 77.57 W, 1755 MHz
2023/08/30 15:32:40.021, 77.58 W, 1755 MHz
2023/08/30 15:32:40.025, 77.58 W, 1755 MHz
2023/08/30 15:32:40.040, 77.58 W, 1755 MHz
2023/08/30 15:32:40.043, 77.58 W, 1755 MHz
2023/08/30 15:32:40.047, 77.58 W, 1755 MHz
2023/08/30 15:32:40.052, 77.58 W, 1755 MHz
2023/08/30 15:32:40.055, 77.58 W, 1755 MHz
2023/08/30 15:32:40.058, 77.58 W, 1755 MHz
2023/08/30 15:32:40.062, 77.58 W, 1755 MHz
2023/08/30 15:32:40.065, 77.58 W, 1755 MHz
2023/08/30 15:32:40.071, 77.58 W, 1755 MHz
2023/08/30 15:32:40.074, 77.58 W, 1755 MHz
2023/08/30 15:32:40.077, 77.58 W, 1755 MHz
2023/08/30 15:32:40.081, 77.58 W, 1755 MHz
2023/08/30 15:32:40.084, 77.58 W, 1755 MHz
2023/08/30 15:32:40.091, 77.58 W, 1755 MHz
2023/08/30 15:32:40.094, 77.58 W, 1755 MHz
2023/08/30 15:32:40.098, 77.58 W, 1755 MHz
2023/08/30 15:32:40.101, 77.58 W, 1755 MHz
2023/08/30 15:32:40.104, 77.58 W, 1755 MHz
2023/08/30 15:32:40.111, 77.58 W, 1755 MHz
2023/08/30 15:32:40.114, 77.58 W, 1755 MHz
2023/08/30 15:32:40.118, 77.58 W, 1755 MHz
2023/08/30 15:32:40.121, 77.09 W, 1755 MHz
2023/08/30 15:32:40.125, 77.09 W, 1755 MHz
2023/08/30 15:32:40.144, 77.09 W, 1755 MHz
2023/08/30 15:32:40.147, 77.09 W, 1755 MHz
2023/08/30 15:32:40.152, 77.09 W, 1755 MHz
2023/08/30 15:32:40.155, 77.09 W, 1755 MHz
2023/08/30 15:32:40.159, 77.09 W, 1755 MHz
2023/08/30 15:32:40.162, 77.09 W, 1755 MHz
2023/08/30 15:32:40.165, 77.09 W, 1755 MHz
2023/08/30 15:32:40.171, 77.09 W, 1755 MHz
2023/08/30 15:32:40.174, 77.09 W, 1755 MHz
2023/08/30 15:32:40.177, 77.09 W, 1755 MHz
2023/08/30 15:32:40.181, 77.09 W, 1755 MHz
2023/08/30 15:32:40.184, 77.09 W, 1755 MHz
2023/08/30 15:32:40.191, 77.09 W, 1755 MHz
2023/08/30 15:32:40.194, 77.09 W, 1755 MHz
2023/08/30 15:32:40.198, 77.09 W, 1755 MHz
2023/08/30 15:32:40.201, 77.09 W, 1755 MHz
2023/08/30 15:32:40.204, 77.09 W, 1755 MHz
2023/08/30 15:32:40.211, 77.09 W, 1755 MHz
2023/08/30 15:32:40.214, 77.09 W, 1755 MHz
2023/08/30 15:32:40.218, 77.09 W, 1755 MHz
2023/08/30 15:32:40.221, 77.58 W, 1755 MHz
2023/08/30 15:32:40.225, 77.58 W, 1755 MHz
2023/08/30 15:32:40.240, 77.58 W, 1755 MHz
2023/08/30 15:32:40.243, 77.58 W, 1755 MHz
2023/08/30 15:32:40.246, 77.58 W, 1755 MHz
2023/08/30 15:32:40.252, 77.58 W, 1755 MHz
2023/08/30 15:32:40.255, 77.58 W, 1755 MHz
2023/08/30 15:32:40.258, 77.58 W, 1755 MHz
2023/08/30 15:32:40.261, 77.58 W, 1755 MHz
2023/08/30 15:32:40.265, 77.58 W, 1755 MHz
2023/08/30 15:32:40.271, 77.58 W, 1755 MHz
2023/08/30 15:32:40.274, 77.58 W, 1755 MHz
2023/08/30 15:32:40.278, 77.58 W, 1755 MHz
2023/08/30 15:32:40.281, 77.58 W, 1755 MHz
2023/08/30 15:32:40.284, 77.58 W, 1755 MHz
2023/08/30 15:32:40.291, 77.58 W, 1755 MHz
2023/08/30 15:32:40.294, 77.58 W, 1755 MHz
2023/08/30 15:32:40.297, 77.58 W, 1755 MHz
2023/08/30 15:32:40.301, 77.58 W, 1755 MHz
2023/08/30 15:32:40.304, 77.58 W, 1755 MHz
2023/08/30 15:32:40.311, 77.58 W, 1755 MHz
2023/08/30 15:32:40.314, 77.58 W, 1755 MHz
2023/08/30 15:32:40.318, 77.58 W, 1755 MHz
2023/08/30 15:32:40.321, 77.67 W, 1755 MHz
2023/08/30 15:32:40.325, 77.67 W, 1755 MHz
2023/08/30 15:32:40.342, 77.67 W, 1755 MHz
2023/08/30 15:32:40.345, 77.67 W, 1755 MHz
2023/08/30 15:32:40.351, 77.67 W, 1755 MHz
2023/08/30 15:32:40.354, 77.67 W, 1755 MHz
2023/08/30 15:32:40.358, 77.67 W, 1755 MHz
2023/08/30 15:32:40.361, 77.67 W, 1755 MHz
2023/08/30 15:32:40.364, 77.67 W, 1755 MHz
2023/08/30 15:32:40.371, 77.67 W, 1755 MHz
2023/08/30 15:32:40.374, 77.67 W, 1755 MHz
2023/08/30 15:32:40.377, 77.67 W, 1755 MHz
2023/08/30 15:32:40.381, 77.67 W, 1755 MHz
2023/08/30 15:32:40.384, 77.67 W, 1755 MHz
2023/08/30 15:32:40.391, 77.67 W, 1755 MHz
2023/08/30 15:32:40.394, 77.67 W, 1755 MHz
2023/08/30 15:32:40.398, 77.67 W, 1755 MHz
2023/08/30 15:32:40.401, 77.67 W, 1755 MHz
2023/08/30 15:32:40.404, 77.67 W, 1755 MHz
2023/08/30 15:32:40.411, 77.67 W, 1755 MHz
2023/08/30 15:32:40.414, 77.67 W, 1755 MHz
2023/08/30 15:32:40.418, 77.67 W, 1755 MHz
2023/08/30 15:32:40.421, 77.57 W, 1755 MHz
2023/08/30 15:32:40.425, 77.57 W, 1755 MHz
2023/08/30 15:32:40.440, 77.57 W, 1755 MHz
2023/08/30 15:32:40.443, 77.57 W, 1755 MHz
2023/08/30 15:32:40.446, 77.57 W, 1755 MHz
2023/08/30 15:32:40.451, 77.57 W, 1755 MHz
2023/08/30 15:32:40.455, 77.57 W, 1755 MHz
2023/08/30 15:32:40.458, 77.57 W, 1755 MHz
2023/08/30 15:32:40.462, 77.57 W, 1755 MHz
2023/08/30 15:32:40.465, 77.57 W, 1755 MHz
2023/08/30 15:32:40.471, 77.57 W, 1755 MHz
2023/08/30 15:32:40.474, 77.57 W, 1755 MHz
2023/08/30 15:32:40.477, 77.57 W, 1755 MHz
2023/08/30 15:32:40.481, 77.57 W, 1755 MHz
2023/08/30 15:32:40.484, 77.57 W, 1755 MHz
2023/08/30 15:32:40.491, 77.57 W, 1755 MHz
2023/08/30 15:32:40.494, 77.57 W, 1755 MHz
2023/08/30 15:32:40.498, 77.57 W, 1755 MHz
2023/08/30 15:32:40.501, 77.57 W, 1755 MHz
2023/08/30 15:32:40.505, 77.57 W, 1755 MHz
2023/08/30 15:32:40.511, 77.57 W, 1755 MHz
2023/08/30 15:32:40.514, 77.57 W, 1755 MHz
2023/08/30 15:32:40.518, 77.57 W, 1755 MHz
2023/08/30 15:32:40.521, 77.18 W, 1755 MHz
2023/08/30 15:32:40.525, 77.18 W, 1755 MHz
2023/08/30 15:32:40.541, 77.18 W, 1755 MHz
2023/08/30 15:32:40.544, 77.18 W, 1755 MHz
2023/08/30 15:32:40.551, 77.18 W, 1755 MHz
2023/08/30 15:32:40.554, 77.18 W, 1755 MHz
2023/08/30 15:32:40.557, 77.18 W, 1755 MHz
2023/08/30 15:32:40.561, 77.18 W, 1755 MHz
2023/08/30 15:32:40.564, 77.18 W, 1755 MHz
2023/08/30 15:32:40.571, 77.18 W, 1755 MHz
2023/08/30 15:32:40.574, 77.18 W, 1755 MHz
2023/08/30 15:32:40.577, 77.18 W, 1755 MHz
2023/08/30 15:32:40.581, 77.18 W, 1755 MHz
2023/08/30 15:32:40.584, 77.18 W, 1755 MHz
2023/08/30 15:32:40.591, 77.18 W, 1755 MHz
2023/08/30 15:32:40.594, 77.18 W, 1755 MHz
2023/08/30 15:32:40.598, 77.18 W, 1755 MHz
2023/08/30 15:32:40.601, 77.18 W, 1755 MHz
2023/08/30 15:32:40.604, 77.18 W, 1755 MHz
2023/08/30 15:32:40.611, 77.18 W, 1755 MHz
2023/08/30 15:32:40.614, 77.18 W, 1755 MHz
2023/08/30 15:32:40.618, 77.18 W, 1755 MHz
2023/08/30 15:32:40.621, 77.18 W, 1755 MHz
2023/08/30 15:32:40.625, 77.18 W, 1755 MHz
2023/08/30 15:32:40.640, 77.18 W, 1755 MHz
2023/08/30 15:32:40.643, 77.18 W, 1755 MHz
2023/08/30 15:32:40.647, 77.18 W, 1755 MHz
2023/08/30 15:32:40.652, 77.18 W, 1755 MHz
2023/08/30 15:32:40.655, 77.18 W, 1755 MHz
2023/08/30 15:32:40.658, 77.18 W, 1755 MHz
2023/08/30 15:32:40.662, 77.18 W, 1755 MHz
2023/08/30 15:32:40.665, 77.18 W, 1755 MHz
2023/08/30 15:32:40.671, 77.18 W, 1755 MHz
2023/08/30 15:32:40.674, 77.18 W, 1755 MHz
2023/08/30 15:32:40.678, 77.18 W, 1755 MHz
2023/08/30 15:32:40.681, 77.18 W, 1755 MHz
2023/08/30 15:32:40.684, 77.18 W, 1755 MHz
2023/08/30 15:32:40.691, 77.18 W, 1755 MHz
2023/08/30 15:32:40.694, 77.18 W, 1755 MHz
2023/08/30 15:32:40.698, 77.18 W, 1755 MHz
2023/08/30 15:32:40.701, 77.18 W, 1755 MHz
2023/08/30 15:32:40.704, 77.18 W, 1755 MHz
2023/08/30 15:32:40.711, 77.18 W, 1755 MHz
2023/08/30 15:32:40.714, 77.18 W, 1755 MHz
2023/08/30 15:32:40.718, 77.18 W, 1755 MHz
2023/08/30 15:32:40.722, 77.18 W, 1755 MHz
2023/08/30 15:32:40.725, 77.18 W, 1755 MHz
2023/08/30 15:32:40.741, 77.18 W, 1755 MHz
2023/08/30 15:32:40.744, 77.18 W, 1755 MHz
2023/08/30 15:32:40.751, 77.18 W, 1755 MHz
2023/08/30 15:32:40.754, 77.18 W, 1755 MHz
2023/08/30 15:32:40.758, 77.18 W, 1755 MHz
2023/08/30 15:32:40.761, 77.18 W, 1755 MHz
2023/08/30 15:32:40.764, 77.18 W, 1755 MHz
2023/08/30 15:32:40.771, 77.18 W, 1755 MHz
2023/08/30 15:32:40.774, 77.18 W, 1755 MHz
2023/08/30 15:32:40.778, 77.18 W, 1755 MHz
2023/08/30 15:32:40.781, 77.18 W, 1755 MHz
2023/08/30 15:32:40.784, 77.18 W, 1755 MHz
2023/08/30 15:32:40.791, 77.18 W, 1755 MHz
2023/08/30 15:32:40.794, 77.18 W, 1755 MHz
2023/08/30 15:32:40.797, 77.18 W, 1755 MHz
2023/08/30 15:32:40.801, 77.18 W, 1755 MHz
2023/08/30 15:32:40.804, 77.18 W, 1755 MHz
2023/08/30 15:32:40.811, 77.18 W, 1755 MHz
2023/08/30 15:32:40.814, 77.18 W, 1755 MHz
2023/08/30 15:32:40.818, 77.18 W, 1755 MHz
2023/08/30 15:32:40.821, 77.18 W, 1755 MHz
2023/08/30 15:32:40.825, 77.18 W, 1755 MHz
2023/08/30 15:32:40.839, 77.18 W, 1755 MHz
2023/08/30 15:32:40.842, 77.18 W, 1755 MHz
2023/08/30 15:32:40.846, 77.18 W, 1755 MHz
2023/08/30 15:32:40.851, 77.18 W, 1755 MHz
2023/08/30 15:32:40.854, 77.18 W, 1755 MHz
2023/08/30 15:32:40.858, 77.18 W, 1755 MHz
2023/08/30 15:32:40.861, 77.18 W, 1755 MHz
2023/08/30 15:32:40.864, 77.18 W, 1755 MHz
2023/08/30 15:32:40.871, 77.18 W, 1755 MHz
2023/08/30 15:32:40.874, 77.18 W, 1755 MHz
2023/08/30 15:32:40.878, 77.18 W, 1755 MHz
2023/08/30 15:32:40.881, 77.18 W, 1755 MHz
2023/08/30 15:32:40.884, 77.18 W, 1755 MHz
2023/08/30 15:32:40.891, 77.18 W, 1755 MHz
2023/08/30 15:32:40.894, 77.18 W, 1755 MHz
2023/08/30 15:32:40.897, 77.18 W, 1755 MHz
2023/08/30 15:32:40.901, 77.18 W, 1755 MHz
2023/08/30 15:32:40.904, 77.18 W, 1755 MHz
2023/08/30 15:32:40.911, 77.18 W, 1755 MHz
2023/08/30 15:32:40.914, 77.18 W, 1755 MHz
2023/08/30 15:32:40.918, 77.18 W, 1755 MHz
2023/08/30 15:32:40.921, 77.68 W, 1755 MHz
2023/08/30 15:32:40.925, 77.68 W, 1755 MHz
2023/08/30 15:32:40.942, 77.68 W, 1755 MHz
2023/08/30 15:32:40.945, 77.68 W, 1755 MHz
2023/08/30 15:32:40.951, 77.68 W, 1755 MHz
2023/08/30 15:32:40.954, 77.68 W, 1755 MHz
2023/08/30 15:32:40.958, 77.68 W, 1755 MHz
2023/08/30 15:32:40.961, 77.68 W, 1755 MHz
2023/08/30 15:32:40.964, 77.68 W, 1755 MHz
2023/08/30 15:32:40.971, 77.68 W, 1755 MHz
2023/08/30 15:32:40.974, 77.68 W, 1755 MHz
2023/08/30 15:32:40.978, 77.68 W, 1755 MHz
2023/08/30 15:32:40.981, 77.68 W, 1755 MHz
2023/08/30 15:32:40.985, 77.68 W, 1755 MHz
2023/08/30 15:32:40.991, 77.68 W, 1755 MHz
2023/08/30 15:32:40.994, 77.68 W, 1755 MHz
2023/08/30 15:32:40.998, 77.68 W, 1755 MHz
2023/08/30 15:32:41.001, 77.68 W, 1755 MHz
2023/08/30 15:32:41.005, 77.68 W, 1755 MHz
2023/08/30 15:32:41.011, 77.68 W, 1755 MHz
2023/08/30 15:32:41.014, 77.68 W, 1755 MHz
2023/08/30 15:32:41.018, 77.68 W, 1755 MHz
2023/08/30 15:32:41.021, 77.19 W, 1755 MHz
2023/08/30 15:32:41.025, 77.19 W, 1755 MHz
2023/08/30 15:32:41.039, 77.19 W, 1755 MHz
2023/08/30 15:32:41.043, 77.19 W, 1755 MHz
2023/08/30 15:32:41.046, 77.19 W, 1755 MHz
2023/08/30 15:32:41.051, 77.19 W, 1755 MHz
2023/08/30 15:32:41.055, 77.19 W, 1755 MHz
2023/08/30 15:32:41.058, 77.19 W, 1755 MHz
2023/08/30 15:32:41.061, 77.19 W, 1755 MHz
2023/08/30 15:32:41.065, 77.19 W, 1755 MHz
2023/08/30 15:32:41.071, 77.19 W, 1755 MHz
2023/08/30 15:32:41.075, 77.19 W, 1755 MHz
2023/08/30 15:32:41.078, 77.19 W, 1755 MHz
2023/08/30 15:32:41.082, 77.19 W, 1755 MHz
2023/08/30 15:32:41.085, 77.19 W, 1755 MHz
2023/08/30 15:32:41.091, 77.19 W, 1755 MHz
2023/08/30 15:32:41.094, 77.19 W, 1755 MHz
2023/08/30 15:32:41.098, 77.19 W, 1755 MHz
2023/08/30 15:32:41.101, 77.19 W, 1755 MHz
2023/08/30 15:32:41.104, 77.19 W, 1755 MHz
2023/08/30 15:32:41.111, 77.19 W, 1755 MHz
2023/08/30 15:32:41.114, 77.19 W, 1755 MHz
2023/08/30 15:32:41.118, 77.19 W, 1755 MHz
2023/08/30 15:32:41.121, 77.57 W, 1755 MHz
2023/08/30 15:32:41.125, 77.57 W, 1755 MHz
2023/08/30 15:32:41.143, 77.57 W, 1755 MHz
2023/08/30 15:32:41.147, 77.57 W, 1755 MHz
2023/08/30 15:32:41.152, 77.57 W, 1755 MHz
2023/08/30 15:32:41.155, 77.57 W, 1755 MHz
2023/08/30 15:32:41.159, 77.57 W, 1755 MHz
2023/08/30 15:32:41.162, 77.57 W, 1755 MHz
2023/08/30 15:32:41.166, 77.57 W, 1755 MHz
2023/08/30 15:32:41.171, 77.57 W, 1755 MHz
2023/08/30 15:32:41.175, 77.57 W, 1755 MHz
2023/08/30 15:32:41.178, 77.57 W, 1755 MHz
2023/08/30 15:32:41.182, 77.57 W, 1755 MHz
2023/08/30 15:32:41.185, 77.57 W, 1755 MHz
2023/08/30 15:32:41.191, 77.57 W, 1755 MHz
2023/08/30 15:32:41.194, 77.57 W, 1755 MHz
2023/08/30 15:32:41.198, 77.57 W, 1755 MHz
2023/08/30 15:32:41.201, 77.57 W, 1755 MHz
2023/08/30 15:32:41.205, 77.57 W, 1755 MHz
2023/08/30 15:32:41.211, 77.57 W, 1755 MHz
2023/08/30 15:32:41.214, 77.57 W, 1755 MHz
2023/08/30 15:32:41.218, 77.57 W, 1755 MHz
2023/08/30 15:32:41.221, 77.67 W, 1755 MHz
2023/08/30 15:32:41.225, 77.67 W, 1755 MHz
2023/08/30 15:32:41.239, 77.67 W, 1755 MHz
2023/08/30 15:32:41.243, 77.67 W, 1755 MHz
2023/08/30 15:32:41.246, 77.67 W, 1755 MHz
2023/08/30 15:32:41.251, 77.67 W, 1755 MHz
2023/08/30 15:32:41.254, 77.67 W, 1755 MHz
2023/08/30 15:32:41.258, 77.67 W, 1755 MHz
2023/08/30 15:32:41.261, 77.67 W, 1755 MHz
2023/08/30 15:32:41.265, 77.67 W, 1755 MHz
2023/08/30 15:32:41.271, 77.67 W, 1755 MHz
2023/08/30 15:32:41.274, 77.67 W, 1755 MHz
2023/08/30 15:32:41.278, 77.67 W, 1755 MHz
2023/08/30 15:32:41.281, 77.67 W, 1755 MHz
2023/08/30 15:32:41.284, 77.67 W, 1755 MHz
2023/08/30 15:32:41.291, 77.67 W, 1755 MHz
2023/08/30 15:32:41.294, 77.67 W, 1755 MHz
2023/08/30 15:32:41.298, 77.67 W, 1755 MHz
2023/08/30 15:32:41.301, 77.67 W, 1755 MHz
2023/08/30 15:32:41.304, 77.67 W, 1755 MHz
2023/08/30 15:32:41.311, 77.67 W, 1755 MHz
2023/08/30 15:32:41.314, 77.67 W, 1755 MHz
2023/08/30 15:32:41.318, 77.67 W, 1755 MHz
2023/08/30 15:32:41.321, 77.08 W, 1755 MHz
2023/08/30 15:32:41.325, 77.08 W, 1755 MHz
2023/08/30 15:32:41.342, 77.08 W, 1755 MHz
2023/08/30 15:32:41.345, 77.08 W, 1755 MHz
2023/08/30 15:32:41.351, 77.08 W, 1755 MHz
2023/08/30 15:32:41.354, 77.08 W, 1755 MHz
2023/08/30 15:32:41.357, 77.08 W, 1755 MHz
2023/08/30 15:32:41.361, 77.08 W, 1755 MHz
2023/08/30 15:32:41.364, 77.08 W, 1755 MHz
2023/08/30 15:32:41.371, 77.08 W, 1755 MHz
2023/08/30 15:32:41.374, 77.08 W, 1755 MHz
2023/08/30 15:32:41.378, 77.08 W, 1755 MHz
2023/08/30 15:32:41.381, 77.08 W, 1755 MHz
2023/08/30 15:32:41.385, 77.08 W, 1755 MHz
2023/08/30 15:32:41.391, 77.08 W, 1755 MHz
2023/08/30 15:32:41.394, 77.08 W, 1755 MHz
2023/08/30 15:32:41.398, 77.08 W, 1755 MHz
2023/08/30 15:32:41.401, 77.08 W, 1755 MHz
2023/08/30 15:32:41.404, 77.08 W, 1755 MHz
2023/08/30 15:32:41.411, 77.08 W, 1755 MHz
2023/08/30 15:32:41.415, 77.08 W, 1755 MHz
2023/08/30 15:32:41.418, 77.08 W, 1755 MHz
2023/08/30 15:32:41.422, 77.23 W, 1755 MHz
2023/08/30 15:32:41.425, 77.23 W, 1755 MHz
2023/08/30 15:32:41.440, 77.23 W, 1755 MHz
2023/08/30 15:32:41.443, 77.23 W, 1755 MHz
2023/08/30 15:32:41.447, 77.23 W, 1755 MHz
2023/08/30 15:32:41.452, 77.23 W, 1755 MHz
2023/08/30 15:32:41.455, 77.23 W, 1755 MHz
2023/08/30 15:32:41.458, 77.23 W, 1755 MHz
2023/08/30 15:32:41.462, 77.23 W, 1755 MHz
2023/08/30 15:32:41.465, 77.23 W, 1755 MHz
2023/08/30 15:32:41.471, 77.23 W, 1755 MHz
2023/08/30 15:32:41.474, 77.23 W, 1755 MHz
2023/08/30 15:32:41.477, 77.23 W, 1755 MHz
2023/08/30 15:32:41.481, 77.23 W, 1755 MHz
2023/08/30 15:32:41.484, 77.23 W, 1755 MHz
2023/08/30 15:32:41.491, 77.23 W, 1755 MHz
2023/08/30 15:32:41.494, 77.23 W, 1755 MHz
2023/08/30 15:32:41.498, 77.23 W, 1755 MHz
2023/08/30 15:32:41.501, 77.23 W, 1755 MHz
2023/08/30 15:32:41.504, 77.23 W, 1755 MHz
2023/08/30 15:32:41.511, 77.23 W, 1755 MHz
2023/08/30 15:32:41.514, 77.23 W, 1755 MHz
2023/08/30 15:32:41.518, 77.23 W, 1755 MHz
2023/08/30 15:32:41.521, 77.23 W, 1755 MHz
2023/08/30 15:32:41.525, 77.23 W, 1755 MHz
2023/08/30 15:32:41.542, 77.23 W, 1755 MHz
2023/08/30 15:32:41.545, 77.23 W, 1755 MHz
2023/08/30 15:32:41.551, 77.23 W, 1755 MHz
2023/08/30 15:32:41.554, 77.23 W, 1755 MHz
2023/08/30 15:32:41.557, 77.23 W, 1755 MHz
2023/08/30 15:32:41.561, 77.23 W, 1755 MHz
2023/08/30 15:32:41.564, 77.23 W, 1755 MHz
2023/08/30 15:32:41.571, 77.23 W, 1755 MHz
2023/08/30 15:32:41.574, 77.23 W, 1755 MHz
2023/08/30 15:32:41.578, 77.23 W, 1755 MHz
2023/08/30 15:32:41.581, 77.23 W, 1755 MHz
2023/08/30 15:32:41.585, 77.23 W, 1755 MHz
2023/08/30 15:32:41.591, 77.23 W, 1755 MHz
2023/08/30 15:32:41.594, 77.23 W, 1755 MHz
2023/08/30 15:32:41.598, 77.23 W, 1755 MHz
2023/08/30 15:32:41.601, 77.23 W, 1755 MHz
2023/08/30 15:32:41.604, 77.23 W, 1755 MHz
2023/08/30 15:32:41.611, 77.23 W, 1755 MHz
2023/08/30 15:32:41.614, 77.23 W, 1755 MHz
2023/08/30 15:32:41.618, 77.23 W, 1755 MHz
2023/08/30 15:32:41.621, 77.72 W, 1755 MHz
2023/08/30 15:32:41.625, 77.72 W, 1755 MHz
2023/08/30 15:32:41.639, 77.72 W, 1755 MHz
2023/08/30 15:32:41.643, 77.72 W, 1755 MHz
2023/08/30 15:32:41.646, 77.72 W, 1755 MHz
2023/08/30 15:32:41.651, 77.72 W, 1755 MHz
2023/08/30 15:32:41.655, 77.72 W, 1755 MHz
2023/08/30 15:32:41.658, 77.72 W, 1755 MHz
2023/08/30 15:32:41.661, 77.72 W, 1755 MHz
2023/08/30 15:32:41.664, 77.72 W, 1755 MHz
2023/08/30 15:32:41.671, 77.72 W, 1755 MHz
2023/08/30 15:32:41.674, 77.72 W, 1755 MHz
2023/08/30 15:32:41.678, 77.72 W, 1755 MHz
2023/08/30 15:32:41.681, 77.72 W, 1755 MHz
2023/08/30 15:32:41.685, 77.72 W, 1755 MHz
2023/08/30 15:32:41.691, 77.72 W, 1755 MHz
2023/08/30 15:32:41.694, 77.72 W, 1755 MHz
2023/08/30 15:32:41.697, 77.72 W, 1755 MHz
2023/08/30 15:32:41.701, 77.72 W, 1755 MHz
2023/08/30 15:32:41.704, 77.72 W, 1755 MHz
2023/08/30 15:32:41.713, 77.72 W, 1755 MHz
2023/08/30 15:32:41.716, 77.72 W, 1755 MHz
2023/08/30 15:32:41.719, 77.72 W, 1755 MHz
2023/08/30 15:32:41.723, 77.72 W, 1755 MHz
2023/08/30 15:32:41.727, 77.72 W, 1755 MHz
2023/08/30 15:32:41.742, 77.72 W, 1755 MHz
2023/08/30 15:32:41.745, 77.72 W, 1755 MHz
2023/08/30 15:32:41.751, 77.72 W, 1755 MHz
2023/08/30 15:32:41.754, 77.72 W, 1755 MHz
2023/08/30 15:32:41.757, 77.72 W, 1755 MHz
2023/08/30 15:32:41.761, 77.72 W, 1755 MHz
2023/08/30 15:32:41.764, 77.72 W, 1755 MHz
2023/08/30 15:32:41.771, 77.72 W, 1755 MHz
2023/08/30 15:32:41.774, 77.72 W, 1755 MHz
2023/08/30 15:32:41.777, 77.72 W, 1755 MHz
2023/08/30 15:32:41.781, 77.72 W, 1755 MHz
2023/08/30 15:32:41.784, 77.72 W, 1755 MHz
2023/08/30 15:32:41.791, 77.72 W, 1755 MHz
2023/08/30 15:32:41.794, 77.72 W, 1755 MHz
2023/08/30 15:32:41.798, 77.72 W, 1755 MHz
2023/08/30 15:32:41.801, 77.72 W, 1755 MHz
2023/08/30 15:32:41.805, 77.72 W, 1755 MHz
2023/08/30 15:32:41.813, 77.72 W, 1755 MHz
2023/08/30 15:32:41.816, 77.72 W, 1755 MHz
2023/08/30 15:32:41.819, 77.72 W, 1755 MHz
2023/08/30 15:32:41.823, 77.62 W, 1755 MHz
2023/08/30 15:32:41.827, 77.62 W, 1755 MHz
2023/08/30 15:32:41.840, 77.62 W, 1755 MHz
2023/08/30 15:32:41.843, 77.62 W, 1755 MHz
2023/08/30 15:32:41.846, 77.62 W, 1755 MHz
2023/08/30 15:32:41.851, 77.62 W, 1755 MHz
2023/08/30 15:32:41.855, 77.62 W, 1755 MHz
2023/08/30 15:32:41.858, 77.62 W, 1755 MHz
2023/08/30 15:32:41.861, 77.62 W, 1755 MHz
2023/08/30 15:32:41.865, 77.62 W, 1755 MHz
2023/08/30 15:32:41.871, 77.62 W, 1755 MHz
2023/08/30 15:32:41.874, 77.62 W, 1755 MHz
2023/08/30 15:32:41.878, 77.62 W, 1755 MHz
2023/08/30 15:32:41.881, 77.62 W, 1755 MHz
2023/08/30 15:32:41.885, 77.62 W, 1755 MHz
2023/08/30 15:32:41.891, 77.62 W, 1755 MHz
2023/08/30 15:32:41.895, 77.62 W, 1755 MHz
2023/08/30 15:32:41.898, 77.62 W, 1755 MHz
2023/08/30 15:32:41.902, 77.62 W, 1755 MHz
2023/08/30 15:32:41.905, 77.62 W, 1755 MHz
2023/08/30 15:32:41.911, 77.62 W, 1755 MHz
2023/08/30 15:32:41.914, 77.62 W, 1755 MHz
2023/08/30 15:32:41.918, 77.62 W, 1755 MHz
