timestamp, power.draw [W], clocks.current.sm [MHz]
2023/11/15 12:20:40.847, 49.12 W, 345 MHz
2023/11/15 12:20:40.851, 49.12 W, 345 MHz
2023/11/15 12:20:40.854, 49.12 W, 345 MHz
2023/11/15 12:20:40.857, 49.12 W, 345 MHz
2023/11/15 12:20:40.860, 49.12 W, 345 MHz
2023/11/15 12:20:40.863, 49.12 W, 345 MHz
2023/11/15 12:20:40.866, 49.12 W, 345 MHz
2023/11/15 12:20:40.869, 49.12 W, 345 MHz
2023/11/15 12:20:40.872, 49.12 W, 345 MHz
2023/11/15 12:20:40.876, 49.12 W, 345 MHz
2023/11/15 12:20:40.879, 49.12 W, 345 MHz
2023/11/15 12:20:40.882, 49.12 W, 345 MHz
2023/11/15 12:20:40.885, 49.12 W, 345 MHz
2023/11/15 12:20:40.888, 49.12 W, 345 MHz
2023/11/15 12:20:40.891, 49.11 W, 345 MHz
2023/11/15 12:20:40.894, 49.11 W, 345 MHz
2023/11/15 12:20:40.898, 49.11 W, 345 MHz
2023/11/15 12:20:40.903, 49.11 W, 345 MHz
2023/11/15 12:20:40.906, 49.11 W, 345 MHz
2023/11/15 12:20:40.909, 49.11 W, 345 MHz
2023/11/15 12:20:40.912, 49.11 W, 345 MHz
2023/11/15 12:20:40.916, 49.11 W, 345 MHz
2023/11/15 12:20:40.919, 49.11 W, 345 MHz
2023/11/15 12:20:40.922, 49.11 W, 345 MHz
2023/11/15 12:20:40.925, 49.11 W, 345 MHz
2023/11/15 12:20:40.928, 49.11 W, 345 MHz
2023/11/15 12:20:40.931, 49.11 W, 345 MHz
2023/11/15 12:20:40.934, 49.11 W, 345 MHz
2023/11/15 12:20:40.937, 49.11 W, 345 MHz
2023/11/15 12:20:40.940, 49.11 W, 345 MHz
2023/11/15 12:20:40.943, 49.11 W, 345 MHz
2023/11/15 12:20:40.946, 49.11 W, 345 MHz
2023/11/15 12:20:40.949, 49.11 W, 345 MHz
2023/11/15 12:20:40.952, 49.11 W, 345 MHz
2023/11/15 12:20:40.957, 49.11 W, 345 MHz
2023/11/15 12:20:40.960, 49.11 W, 345 MHz
2023/11/15 12:20:40.963, 49.11 W, 345 MHz
2023/11/15 12:20:40.966, 49.11 W, 345 MHz
2023/11/15 12:20:40.969, 49.11 W, 345 MHz
2023/11/15 12:20:40.972, 49.11 W, 345 MHz
2023/11/15 12:20:40.976, 49.11 W, 345 MHz
2023/11/15 12:20:40.979, 49.11 W, 345 MHz
2023/11/15 12:20:40.982, 49.11 W, 345 MHz
2023/11/15 12:20:40.985, 49.11 W, 345 MHz
2023/11/15 12:20:40.988, 49.11 W, 345 MHz
2023/11/15 12:20:40.991, 49.12 W, 345 MHz
2023/11/15 12:20:40.994, 49.12 W, 345 MHz
2023/11/15 12:20:40.998, 49.12 W, 345 MHz
2023/11/15 12:20:41.003, 49.12 W, 345 MHz
2023/11/15 12:20:41.006, 49.12 W, 345 MHz
2023/11/15 12:20:41.009, 49.12 W, 345 MHz
2023/11/15 12:20:41.012, 49.12 W, 345 MHz
2023/11/15 12:20:41.016, 49.12 W, 345 MHz
2023/11/15 12:20:41.019, 49.12 W, 345 MHz
2023/11/15 12:20:41.022, 49.12 W, 345 MHz
2023/11/15 12:20:41.025, 49.12 W, 345 MHz
2023/11/15 12:20:41.028, 49.12 W, 345 MHz
2023/11/15 12:20:41.031, 49.12 W, 345 MHz
2023/11/15 12:20:41.034, 49.12 W, 345 MHz
2023/11/15 12:20:41.037, 49.12 W, 345 MHz
2023/11/15 12:20:41.040, 49.12 W, 345 MHz
2023/11/15 12:20:41.043, 49.12 W, 345 MHz
2023/11/15 12:20:41.046, 49.12 W, 345 MHz
2023/11/15 12:20:41.049, 49.12 W, 345 MHz
2023/11/15 12:20:41.052, 49.12 W, 345 MHz
2023/11/15 12:20:41.056, 49.12 W, 345 MHz
2023/11/15 12:20:41.059, 49.12 W, 345 MHz
2023/11/15 12:20:41.062, 49.12 W, 345 MHz
2023/11/15 12:20:41.065, 49.12 W, 345 MHz
2023/11/15 12:20:41.068, 49.12 W, 345 MHz
2023/11/15 12:20:41.071, 49.12 W, 345 MHz
2023/11/15 12:20:41.074, 49.12 W, 345 MHz
2023/11/15 12:20:41.077, 49.12 W, 345 MHz
2023/11/15 12:20:41.080, 49.12 W, 345 MHz
2023/11/15 12:20:41.083, 49.12 W, 345 MHz
2023/11/15 12:20:41.086, 49.12 W, 345 MHz
2023/11/15 12:20:41.089, 49.12 W, 345 MHz
2023/11/15 12:20:41.092, 49.12 W, 345 MHz
2023/11/15 12:20:41.106, 49.12 W, 345 MHz
2023/11/15 12:20:41.109, 49.12 W, 345 MHz
2023/11/15 12:20:41.112, 49.12 W, 345 MHz
2023/11/15 12:20:41.115, 49.12 W, 345 MHz
2023/11/15 12:20:41.118, 49.12 W, 345 MHz
2023/11/15 12:20:41.121, 49.12 W, 345 MHz
2023/11/15 12:20:41.124, 49.12 W, 345 MHz
2023/11/15 12:20:41.127, 49.12 W, 345 MHz
2023/11/15 12:20:41.131, 49.12 W, 345 MHz
2023/11/15 12:20:41.134, 49.12 W, 345 MHz
2023/11/15 12:20:41.140, 49.12 W, 345 MHz
2023/11/15 12:20:41.143, 49.12 W, 345 MHz
2023/11/15 12:20:41.147, 49.12 W, 345 MHz
2023/11/15 12:20:41.150, 49.12 W, 345 MHz
2023/11/15 12:20:41.154, 49.12 W, 345 MHz
2023/11/15 12:20:41.158, 49.12 W, 345 MHz
2023/11/15 12:20:41.161, 49.12 W, 345 MHz
2023/11/15 12:20:41.180, 49.12 W, 345 MHz
2023/11/15 12:20:41.184, 49.12 W, 345 MHz
2023/11/15 12:20:41.187, 49.12 W, 345 MHz
2023/11/15 12:20:41.190, 49.12 W, 345 MHz
2023/11/15 12:20:41.194, 49.12 W, 345 MHz
2023/11/15 12:20:41.199, 49.12 W, 345 MHz
2023/11/15 12:20:41.204, 49.12 W, 345 MHz
2023/11/15 12:20:41.207, 49.12 W, 345 MHz
2023/11/15 12:20:41.211, 49.12 W, 345 MHz
2023/11/15 12:20:41.214, 49.12 W, 345 MHz
2023/11/15 12:20:41.217, 49.12 W, 345 MHz
2023/11/15 12:20:41.220, 49.12 W, 345 MHz
2023/11/15 12:20:41.224, 49.12 W, 1755 MHz
2023/11/15 12:20:41.230, 49.12 W, 1755 MHz
2023/11/15 12:20:41.233, 49.12 W, 1755 MHz
2023/11/15 12:20:41.239, 49.12 W, 1755 MHz
2023/11/15 12:20:41.241, 49.12 W, 1755 MHz
2023/11/15 12:20:41.244, 49.12 W, 1755 MHz
2023/11/15 12:20:41.247, 49.12 W, 1755 MHz
2023/11/15 12:20:41.250, 49.12 W, 1755 MHz
2023/11/15 12:20:41.252, 49.12 W, 1755 MHz
2023/11/15 12:20:41.255, 49.12 W, 1755 MHz
2023/11/15 12:20:41.258, 49.12 W, 1755 MHz
2023/11/15 12:20:41.261, 49.12 W, 1755 MHz
2023/11/15 12:20:41.264, 49.12 W, 1755 MHz
2023/11/15 12:20:41.267, 49.12 W, 1755 MHz
2023/11/15 12:20:41.269, 49.12 W, 1755 MHz
2023/11/15 12:20:41.272, 49.12 W, 1755 MHz
2023/11/15 12:20:41.275, 49.12 W, 1755 MHz
2023/11/15 12:20:41.278, 49.12 W, 1755 MHz
2023/11/15 12:20:41.281, 49.12 W, 1755 MHz
2023/11/15 12:20:41.284, 49.12 W, 1755 MHz
2023/11/15 12:20:41.286, 49.12 W, 1755 MHz
2023/11/15 12:20:41.289, 49.12 W, 1755 MHz
2023/11/15 12:20:41.292, 52.39 W, 1755 MHz
2023/11/15 12:20:41.295, 52.39 W, 1755 MHz
2023/11/15 12:20:41.299, 52.39 W, 1755 MHz
2023/11/15 12:20:41.307, 52.39 W, 1755 MHz
2023/11/15 12:20:41.309, 52.39 W, 1755 MHz
2023/11/15 12:20:41.312, 52.39 W, 1755 MHz
2023/11/15 12:20:41.315, 52.39 W, 1755 MHz
2023/11/15 12:20:41.318, 52.39 W, 1755 MHz
2023/11/15 12:20:41.320, 52.39 W, 1755 MHz
2023/11/15 12:20:41.323, 52.39 W, 1755 MHz
2023/11/15 12:20:41.326, 52.39 W, 1755 MHz
2023/11/15 12:20:41.328, 52.39 W, 1755 MHz
2023/11/15 12:20:41.331, 52.39 W, 1755 MHz
2023/11/15 12:20:41.334, 52.39 W, 1755 MHz
2023/11/15 12:20:41.337, 52.39 W, 1755 MHz
2023/11/15 12:20:41.340, 52.39 W, 1755 MHz
2023/11/15 12:20:41.342, 52.39 W, 1755 MHz
2023/11/15 12:20:41.345, 52.39 W, 1755 MHz
2023/11/15 12:20:41.348, 52.39 W, 1755 MHz
2023/11/15 12:20:41.350, 52.39 W, 1755 MHz
2023/11/15 12:20:41.353, 52.39 W, 1755 MHz
2023/11/15 12:20:41.356, 52.39 W, 1755 MHz
2023/11/15 12:20:41.359, 52.39 W, 1755 MHz
2023/11/15 12:20:41.361, 52.39 W, 1755 MHz
2023/11/15 12:20:41.364, 52.39 W, 1755 MHz
2023/11/15 12:20:41.367, 52.39 W, 1755 MHz
2023/11/15 12:20:41.369, 52.39 W, 1755 MHz
2023/11/15 12:20:41.372, 52.39 W, 1755 MHz
2023/11/15 12:20:41.377, 52.39 W, 1755 MHz
2023/11/15 12:20:41.380, 52.39 W, 1755 MHz
2023/11/15 12:20:41.382, 52.39 W, 1755 MHz
2023/11/15 12:20:41.385, 52.39 W, 1755 MHz
2023/11/15 12:20:41.388, 52.39 W, 1755 MHz
2023/11/15 12:20:41.390, 55.71 W, 1755 MHz
2023/11/15 12:20:41.393, 55.71 W, 1755 MHz
2023/11/15 12:20:41.396, 55.71 W, 1755 MHz
2023/11/15 12:20:41.399, 55.71 W, 1755 MHz
2023/11/15 12:20:41.403, 55.71 W, 1755 MHz
2023/11/15 12:20:41.406, 55.71 W, 1755 MHz
2023/11/15 12:20:41.409, 55.71 W, 1755 MHz
2023/11/15 12:20:41.411, 55.71 W, 1755 MHz
2023/11/15 12:20:41.414, 55.71 W, 1755 MHz
2023/11/15 12:20:41.417, 55.71 W, 1755 MHz
2023/11/15 12:20:41.420, 55.71 W, 1755 MHz
2023/11/15 12:20:41.422, 55.71 W, 1755 MHz
2023/11/15 12:20:41.425, 55.71 W, 1755 MHz
2023/11/15 12:20:41.428, 55.71 W, 1755 MHz
2023/11/15 12:20:41.430, 55.71 W, 1755 MHz
2023/11/15 12:20:41.433, 55.71 W, 1755 MHz
2023/11/15 12:20:41.436, 55.71 W, 1755 MHz
2023/11/15 12:20:41.439, 55.71 W, 1755 MHz
2023/11/15 12:20:41.441, 55.71 W, 1755 MHz
2023/11/15 12:20:41.444, 55.71 W, 1755 MHz
2023/11/15 12:20:41.447, 55.71 W, 1755 MHz
2023/11/15 12:20:41.450, 55.71 W, 1755 MHz
2023/11/15 12:20:41.452, 55.71 W, 1755 MHz
2023/11/15 12:20:41.455, 55.71 W, 1755 MHz
2023/11/15 12:20:41.458, 55.71 W, 1755 MHz
2023/11/15 12:20:41.461, 55.71 W, 1755 MHz
2023/11/15 12:20:41.464, 55.71 W, 1755 MHz
2023/11/15 12:20:41.467, 55.71 W, 1755 MHz
2023/11/15 12:20:41.470, 55.71 W, 1755 MHz
2023/11/15 12:20:41.472, 55.71 W, 1755 MHz
2023/11/15 12:20:41.475, 55.71 W, 1755 MHz
2023/11/15 12:20:41.478, 55.71 W, 1755 MHz
2023/11/15 12:20:41.481, 55.71 W, 1755 MHz
2023/11/15 12:20:41.484, 55.71 W, 1755 MHz
2023/11/15 12:20:41.486, 55.71 W, 1755 MHz
2023/11/15 12:20:41.489, 55.71 W, 1755 MHz
2023/11/15 12:20:41.492, 58.98 W, 1755 MHz
2023/11/15 12:20:41.495, 58.98 W, 1755 MHz
2023/11/15 12:20:41.498, 58.98 W, 1755 MHz
2023/11/15 12:20:41.502, 58.98 W, 1755 MHz
2023/11/15 12:20:41.505, 58.98 W, 1755 MHz
2023/11/15 12:20:41.509, 58.98 W, 1755 MHz
2023/11/15 12:20:41.514, 58.98 W, 1755 MHz
2023/11/15 12:20:41.519, 58.98 W, 1755 MHz
2023/11/15 12:20:41.522, 58.98 W, 1755 MHz
2023/11/15 12:20:41.524, 58.98 W, 1755 MHz
2023/11/15 12:20:41.527, 58.98 W, 1755 MHz
2023/11/15 12:20:41.530, 58.98 W, 1755 MHz
2023/11/15 12:20:41.532, 58.98 W, 1755 MHz
2023/11/15 12:20:41.535, 58.98 W, 1755 MHz
2023/11/15 12:20:41.538, 58.98 W, 1755 MHz
2023/11/15 12:20:41.541, 58.98 W, 1755 MHz
2023/11/15 12:20:41.543, 58.98 W, 1755 MHz
2023/11/15 12:20:41.546, 58.98 W, 1755 MHz
2023/11/15 12:20:41.549, 58.98 W, 1755 MHz
2023/11/15 12:20:41.551, 58.98 W, 1755 MHz
2023/11/15 12:20:41.554, 58.98 W, 1755 MHz
2023/11/15 12:20:41.557, 58.98 W, 1755 MHz
2023/11/15 12:20:41.560, 58.98 W, 1755 MHz
2023/11/15 12:20:41.563, 58.98 W, 1755 MHz
2023/11/15 12:20:41.566, 58.98 W, 1755 MHz
2023/11/15 12:20:41.568, 58.98 W, 1755 MHz
2023/11/15 12:20:41.571, 58.98 W, 1755 MHz
2023/11/15 12:20:41.574, 58.98 W, 1755 MHz
2023/11/15 12:20:41.577, 58.98 W, 1755 MHz
2023/11/15 12:20:41.581, 58.98 W, 1755 MHz
2023/11/15 12:20:41.583, 58.98 W, 1755 MHz
2023/11/15 12:20:41.586, 58.98 W, 1755 MHz
2023/11/15 12:20:41.589, 58.98 W, 1755 MHz
2023/11/15 12:20:41.592, 62.25 W, 1755 MHz
2023/11/15 12:20:41.595, 62.25 W, 1755 MHz
2023/11/15 12:20:41.598, 62.25 W, 1755 MHz
2023/11/15 12:20:41.603, 62.25 W, 1755 MHz
2023/11/15 12:20:41.606, 62.25 W, 1755 MHz
2023/11/15 12:20:41.609, 62.25 W, 1755 MHz
2023/11/15 12:20:41.612, 62.25 W, 1755 MHz
2023/11/15 12:20:41.615, 62.25 W, 1755 MHz
2023/11/15 12:20:41.617, 62.25 W, 1755 MHz
2023/11/15 12:20:41.620, 62.25 W, 1755 MHz
2023/11/15 12:20:41.623, 62.25 W, 1755 MHz
2023/11/15 12:20:41.625, 62.25 W, 1755 MHz
2023/11/15 12:20:41.628, 62.25 W, 1755 MHz
2023/11/15 12:20:41.631, 62.25 W, 1755 MHz
2023/11/15 12:20:41.634, 62.25 W, 1755 MHz
2023/11/15 12:20:41.637, 62.25 W, 1755 MHz
2023/11/15 12:20:41.639, 62.25 W, 1755 MHz
2023/11/15 12:20:41.642, 62.25 W, 1755 MHz
2023/11/15 12:20:41.645, 62.25 W, 1755 MHz
2023/11/15 12:20:41.647, 62.25 W, 1755 MHz
2023/11/15 12:20:41.650, 62.25 W, 1755 MHz
2023/11/15 12:20:41.653, 62.25 W, 1755 MHz
2023/11/15 12:20:41.657, 62.25 W, 1755 MHz
2023/11/15 12:20:41.660, 62.25 W, 1755 MHz
2023/11/15 12:20:41.663, 62.25 W, 1755 MHz
2023/11/15 12:20:41.666, 62.25 W, 1755 MHz
2023/11/15 12:20:41.668, 62.25 W, 1755 MHz
2023/11/15 12:20:41.671, 62.25 W, 1755 MHz
2023/11/15 12:20:41.674, 62.25 W, 1755 MHz
2023/11/15 12:20:41.677, 62.25 W, 1755 MHz
2023/11/15 12:20:41.680, 62.25 W, 1755 MHz
2023/11/15 12:20:41.682, 62.25 W, 1755 MHz
2023/11/15 12:20:41.685, 62.25 W, 1755 MHz
2023/11/15 12:20:41.688, 62.25 W, 1755 MHz
2023/11/15 12:20:41.690, 65.57 W, 1755 MHz
2023/11/15 12:20:41.693, 65.57 W, 1755 MHz
2023/11/15 12:20:41.696, 65.57 W, 1755 MHz
2023/11/15 12:20:41.700, 65.57 W, 1755 MHz
2023/11/15 12:20:41.704, 65.57 W, 1755 MHz
2023/11/15 12:20:41.707, 65.57 W, 1755 MHz
2023/11/15 12:20:41.710, 65.57 W, 1755 MHz
2023/11/15 12:20:41.712, 65.57 W, 1755 MHz
2023/11/15 12:20:41.715, 65.57 W, 1755 MHz
2023/11/15 12:20:41.718, 65.57 W, 1755 MHz
2023/11/15 12:20:41.721, 65.57 W, 1755 MHz
2023/11/15 12:20:41.724, 65.57 W, 1755 MHz
2023/11/15 12:20:41.726, 65.57 W, 1755 MHz
2023/11/15 12:20:41.729, 65.57 W, 1755 MHz
2023/11/15 12:20:41.732, 65.57 W, 1755 MHz
2023/11/15 12:20:41.734, 65.57 W, 1755 MHz
2023/11/15 12:20:41.737, 65.57 W, 1755 MHz
2023/11/15 12:20:41.740, 65.57 W, 1755 MHz
2023/11/15 12:20:41.743, 65.57 W, 1755 MHz
2023/11/15 12:20:41.745, 65.57 W, 1755 MHz
2023/11/15 12:20:41.748, 65.57 W, 1755 MHz
2023/11/15 12:20:41.751, 65.57 W, 1755 MHz
2023/11/15 12:20:41.753, 65.57 W, 1755 MHz
2023/11/15 12:20:41.756, 65.57 W, 1755 MHz
2023/11/15 12:20:41.759, 65.57 W, 1755 MHz
2023/11/15 12:20:41.762, 65.57 W, 1755 MHz
2023/11/15 12:20:41.764, 65.57 W, 1755 MHz
2023/11/15 12:20:41.767, 65.57 W, 1755 MHz
2023/11/15 12:20:41.770, 65.57 W, 1755 MHz
2023/11/15 12:20:41.773, 65.57 W, 1755 MHz
2023/11/15 12:20:41.776, 65.57 W, 1755 MHz
2023/11/15 12:20:41.778, 65.57 W, 1755 MHz
2023/11/15 12:20:41.781, 65.57 W, 1755 MHz
2023/11/15 12:20:41.784, 65.57 W, 1755 MHz
2023/11/15 12:20:41.787, 65.57 W, 1755 MHz
2023/11/15 12:20:41.789, 65.57 W, 1755 MHz
2023/11/15 12:20:41.792, 68.95 W, 1755 MHz
2023/11/15 12:20:41.805, 68.95 W, 1755 MHz
2023/11/15 12:20:41.808, 68.95 W, 1755 MHz
2023/11/15 12:20:41.811, 68.95 W, 1755 MHz
2023/11/15 12:20:41.814, 68.95 W, 1755 MHz
2023/11/15 12:20:41.817, 68.95 W, 1755 MHz
2023/11/15 12:20:41.819, 68.95 W, 1755 MHz
2023/11/15 12:20:41.822, 68.95 W, 1755 MHz
2023/11/15 12:20:41.825, 68.95 W, 1755 MHz
2023/11/15 12:20:41.828, 68.95 W, 1755 MHz
2023/11/15 12:20:41.830, 68.95 W, 1755 MHz
2023/11/15 12:20:41.833, 68.95 W, 1755 MHz
2023/11/15 12:20:41.836, 68.95 W, 1755 MHz
2023/11/15 12:20:41.839, 68.95 W, 1755 MHz
2023/11/15 12:20:41.842, 68.95 W, 1755 MHz
2023/11/15 12:20:41.844, 68.95 W, 1755 MHz
2023/11/15 12:20:41.847, 68.95 W, 1755 MHz
2023/11/15 12:20:41.850, 68.95 W, 1755 MHz
2023/11/15 12:20:41.853, 68.95 W, 1755 MHz
2023/11/15 12:20:41.856, 68.95 W, 1755 MHz
2023/11/15 12:20:41.858, 68.95 W, 1755 MHz
2023/11/15 12:20:41.861, 68.95 W, 1755 MHz
2023/11/15 12:20:41.864, 68.95 W, 1755 MHz
2023/11/15 12:20:41.867, 68.95 W, 1755 MHz
2023/11/15 12:20:41.870, 68.95 W, 1755 MHz
2023/11/15 12:20:41.873, 68.95 W, 1755 MHz
2023/11/15 12:20:41.876, 68.95 W, 1755 MHz
2023/11/15 12:20:41.881, 68.95 W, 1755 MHz
2023/11/15 12:20:41.884, 68.95 W, 1755 MHz
2023/11/15 12:20:41.887, 68.95 W, 1755 MHz
2023/11/15 12:20:41.890, 68.95 W, 1755 MHz
2023/11/15 12:20:41.893, 92.09 W, 1755 MHz
2023/11/15 12:20:41.896, 92.09 W, 1755 MHz
2023/11/15 12:20:41.901, 92.09 W, 1755 MHz
2023/11/15 12:20:41.905, 92.09 W, 1755 MHz
2023/11/15 12:20:41.909, 92.09 W, 1545 MHz
2023/11/15 12:20:41.913, 92.09 W, 1545 MHz
2023/11/15 12:20:41.916, 92.09 W, 1515 MHz
2023/11/15 12:20:41.920, 92.09 W, 1515 MHz
2023/11/15 12:20:41.923, 92.09 W, 1515 MHz
2023/11/15 12:20:41.926, 92.09 W, 1515 MHz
2023/11/15 12:20:41.930, 92.09 W, 1515 MHz
2023/11/15 12:20:41.933, 92.09 W, 1515 MHz
2023/11/15 12:20:41.938, 92.09 W, 1455 MHz
2023/11/15 12:20:41.941, 92.09 W, 1455 MHz
2023/11/15 12:20:41.944, 92.09 W, 1455 MHz
2023/11/15 12:20:41.947, 92.09 W, 1455 MHz
2023/11/15 12:20:41.950, 92.09 W, 1455 MHz
2023/11/15 12:20:41.954, 92.09 W, 1455 MHz
2023/11/15 12:20:41.957, 92.09 W, 1455 MHz
2023/11/15 12:20:41.960, 92.09 W, 1455 MHz
2023/11/15 12:20:41.963, 92.09 W, 1455 MHz
2023/11/15 12:20:41.966, 92.09 W, 1455 MHz
2023/11/15 12:20:41.969, 92.09 W, 1455 MHz
2023/11/15 12:20:41.972, 92.09 W, 1455 MHz
2023/11/15 12:20:41.976, 92.09 W, 1485 MHz
2023/11/15 12:20:41.981, 92.09 W, 1485 MHz
2023/11/15 12:20:41.984, 92.09 W, 1485 MHz
2023/11/15 12:20:41.987, 92.09 W, 1485 MHz
2023/11/15 12:20:41.990, 92.09 W, 1485 MHz
2023/11/15 12:20:41.993, 117.03 W, 1485 MHz
2023/11/15 12:20:41.997, 117.03 W, 1485 MHz
2023/11/15 12:20:42.001, 117.03 W, 1485 MHz
2023/11/15 12:20:42.007, 117.03 W, 1470 MHz
2023/11/15 12:20:42.011, 117.03 W, 1470 MHz
2023/11/15 12:20:42.014, 117.03 W, 1470 MHz
2023/11/15 12:20:42.017, 117.03 W, 1470 MHz
2023/11/15 12:20:42.021, 117.03 W, 1470 MHz
2023/11/15 12:20:42.024, 117.03 W, 1470 MHz
2023/11/15 12:20:42.027, 117.03 W, 1470 MHz
2023/11/15 12:20:42.030, 117.03 W, 1470 MHz
2023/11/15 12:20:42.033, 117.03 W, 1470 MHz
2023/11/15 12:20:42.036, 117.03 W, 1470 MHz
2023/11/15 12:20:42.039, 117.03 W, 1470 MHz
2023/11/15 12:20:42.042, 117.03 W, 1470 MHz
2023/11/15 12:20:42.045, 117.03 W, 1470 MHz
2023/11/15 12:20:42.048, 117.03 W, 1470 MHz
2023/11/15 12:20:42.051, 117.03 W, 1470 MHz
2023/11/15 12:20:42.054, 117.03 W, 1470 MHz
2023/11/15 12:20:42.058, 117.03 W, 1470 MHz
2023/11/15 12:20:42.061, 117.03 W, 1470 MHz
2023/11/15 12:20:42.064, 117.03 W, 1470 MHz
2023/11/15 12:20:42.067, 117.03 W, 1470 MHz
2023/11/15 12:20:42.070, 117.03 W, 1470 MHz
2023/11/15 12:20:42.073, 117.03 W, 1485 MHz
2023/11/15 12:20:42.081, 117.03 W, 1485 MHz
2023/11/15 12:20:42.084, 117.03 W, 1485 MHz
2023/11/15 12:20:42.087, 117.03 W, 1485 MHz
2023/11/15 12:20:42.090, 117.03 W, 1485 MHz
2023/11/15 12:20:42.094, 151.36 W, 1485 MHz
2023/11/15 12:20:42.098, 151.36 W, 1485 MHz
2023/11/15 12:20:42.103, 151.36 W, 1485 MHz
2023/11/15 12:20:42.108, 151.36 W, 1455 MHz
2023/11/15 12:20:42.112, 151.36 W, 1455 MHz
2023/11/15 12:20:42.115, 151.36 W, 1455 MHz
2023/11/15 12:20:42.118, 151.36 W, 1455 MHz
2023/11/15 12:20:42.121, 151.36 W, 1455 MHz
2023/11/15 12:20:42.124, 151.36 W, 1455 MHz
2023/11/15 12:20:42.127, 151.36 W, 1455 MHz
2023/11/15 12:20:42.130, 151.36 W, 1455 MHz
2023/11/15 12:20:42.133, 151.36 W, 1455 MHz
2023/11/15 12:20:42.136, 151.36 W, 1470 MHz
2023/11/15 12:20:42.141, 151.36 W, 1470 MHz
2023/11/15 12:20:42.145, 151.36 W, 1470 MHz
2023/11/15 12:20:42.148, 151.36 W, 1470 MHz
2023/11/15 12:20:42.151, 151.36 W, 1470 MHz
2023/11/15 12:20:42.154, 151.36 W, 1470 MHz
2023/11/15 12:20:42.157, 151.36 W, 1500 MHz
2023/11/15 12:20:42.161, 151.36 W, 1500 MHz
2023/11/15 12:20:42.164, 151.36 W, 1500 MHz
2023/11/15 12:20:42.168, 151.36 W, 1500 MHz
2023/11/15 12:20:42.171, 151.36 W, 1500 MHz
2023/11/15 12:20:42.174, 151.36 W, 1500 MHz
2023/11/15 12:20:42.177, 151.36 W, 1455 MHz
2023/11/15 12:20:42.181, 151.36 W, 1455 MHz
2023/11/15 12:20:42.185, 151.36 W, 1455 MHz
2023/11/15 12:20:42.188, 151.36 W, 1455 MHz
2023/11/15 12:20:42.191, 178.86 W, 1455 MHz
2023/11/15 12:20:42.194, 178.86 W, 1455 MHz
2023/11/15 12:20:42.198, 178.86 W, 1455 MHz
2023/11/15 12:20:42.203, 178.86 W, 1455 MHz
2023/11/15 12:20:42.207, 178.86 W, 1455 MHz
2023/11/15 12:20:42.210, 178.86 W, 1455 MHz
2023/11/15 12:20:42.213, 178.86 W, 1455 MHz
2023/11/15 12:20:42.218, 178.86 W, 1455 MHz
2023/11/15 12:20:42.221, 178.86 W, 1455 MHz
2023/11/15 12:20:42.224, 178.86 W, 1455 MHz
2023/11/15 12:20:42.227, 178.86 W, 1455 MHz
2023/11/15 12:20:42.230, 178.86 W, 1455 MHz
2023/11/15 12:20:42.233, 178.86 W, 1455 MHz
2023/11/15 12:20:42.236, 178.86 W, 1455 MHz
2023/11/15 12:20:42.239, 178.86 W, 1455 MHz
2023/11/15 12:20:42.242, 178.86 W, 1455 MHz
2023/11/15 12:20:42.245, 178.86 W, 1455 MHz
2023/11/15 12:20:42.248, 178.86 W, 1455 MHz
2023/11/15 12:20:42.251, 178.86 W, 1455 MHz
2023/11/15 12:20:42.254, 178.86 W, 1455 MHz
2023/11/15 12:20:42.258, 178.86 W, 1455 MHz
2023/11/15 12:20:42.261, 178.86 W, 1455 MHz
2023/11/15 12:20:42.264, 178.86 W, 1455 MHz
2023/11/15 12:20:42.268, 178.86 W, 1455 MHz
2023/11/15 12:20:42.271, 178.86 W, 1455 MHz
2023/11/15 12:20:42.274, 178.86 W, 1455 MHz
2023/11/15 12:20:42.277, 178.86 W, 1455 MHz
2023/11/15 12:20:42.281, 178.86 W, 1455 MHz
2023/11/15 12:20:42.284, 178.86 W, 1455 MHz
2023/11/15 12:20:42.287, 178.86 W, 1455 MHz
2023/11/15 12:20:42.290, 178.86 W, 1455 MHz
2023/11/15 12:20:42.293, 191.57 W, 1455 MHz
2023/11/15 12:20:42.297, 191.57 W, 1455 MHz
2023/11/15 12:20:42.301, 191.57 W, 1455 MHz
2023/11/15 12:20:42.305, 191.57 W, 1455 MHz
2023/11/15 12:20:42.308, 191.57 W, 1455 MHz
2023/11/15 12:20:42.311, 191.57 W, 1455 MHz
2023/11/15 12:20:42.314, 191.57 W, 1470 MHz
2023/11/15 12:20:42.321, 191.57 W, 1470 MHz
2023/11/15 12:20:42.324, 191.57 W, 1470 MHz
2023/11/15 12:20:42.327, 191.57 W, 1470 MHz
2023/11/15 12:20:42.330, 191.57 W, 1470 MHz
2023/11/15 12:20:42.333, 191.57 W, 1470 MHz
2023/11/15 12:20:42.336, 191.57 W, 1470 MHz
2023/11/15 12:20:42.339, 191.57 W, 1470 MHz
2023/11/15 12:20:42.342, 191.57 W, 1470 MHz
2023/11/15 12:20:42.345, 191.57 W, 1470 MHz
2023/11/15 12:20:42.348, 191.57 W, 1470 MHz
2023/11/15 12:20:42.352, 191.57 W, 1470 MHz
2023/11/15 12:20:42.358, 191.57 W, 1470 MHz
2023/11/15 12:20:42.361, 191.57 W, 1470 MHz
