timestamp, power.draw [W], clocks.current.sm [MHz]
2023/11/15 12:21:34.836, 332.25 W, 1455 MHz
2023/11/15 12:21:34.842, 332.25 W, 1455 MHz
2023/11/15 12:21:34.844, 332.25 W, 1455 MHz
2023/11/15 12:21:34.846, 332.25 W, 1455 MHz
2023/11/15 12:21:34.849, 332.25 W, 1455 MHz
2023/11/15 12:21:34.851, 332.25 W, 1455 MHz
2023/11/15 12:21:34.853, 332.25 W, 1455 MHz
2023/11/15 12:21:34.859, 332.25 W, 1470 MHz
2023/11/15 12:21:34.862, 332.25 W, 1470 MHz
2023/11/15 12:21:34.864, 332.25 W, 1470 MHz
2023/11/15 12:21:34.866, 332.25 W, 1470 MHz
2023/11/15 12:21:34.868, 332.25 W, 1470 MHz
2023/11/15 12:21:34.871, 332.25 W, 1470 MHz
2023/11/15 12:21:34.873, 332.25 W, 1470 MHz
2023/11/15 12:21:34.876, 332.25 W, 1470 MHz
2023/11/15 12:21:34.878, 332.25 W, 1455 MHz
2023/11/15 12:21:34.883, 332.25 W, 1455 MHz
2023/11/15 12:21:34.885, 332.25 W, 1455 MHz
2023/11/15 12:21:34.887, 332.25 W, 1455 MHz
2023/11/15 12:21:34.890, 332.25 W, 1455 MHz
2023/11/15 12:21:34.892, 332.22 W, 1455 MHz
2023/11/15 12:21:34.894, 332.22 W, 1455 MHz
2023/11/15 12:21:34.897, 332.22 W, 1455 MHz
2023/11/15 12:21:34.901, 332.22 W, 1455 MHz
2023/11/15 12:21:34.906, 332.22 W, 1455 MHz
2023/11/15 12:21:34.908, 332.22 W, 1455 MHz
2023/11/15 12:21:34.910, 332.22 W, 1455 MHz
2023/11/15 12:21:34.913, 332.22 W, 1455 MHz
2023/11/15 12:21:34.915, 332.22 W, 1455 MHz
2023/11/15 12:21:34.918, 332.22 W, 1455 MHz
2023/11/15 12:21:34.920, 332.22 W, 1455 MHz
2023/11/15 12:21:34.922, 332.22 W, 1455 MHz
2023/11/15 12:21:34.925, 332.22 W, 1455 MHz
2023/11/15 12:21:34.927, 332.22 W, 1455 MHz
2023/11/15 12:21:34.929, 332.22 W, 1455 MHz
2023/11/15 12:21:34.931, 332.22 W, 1455 MHz
2023/11/15 12:21:34.934, 332.22 W, 1455 MHz
2023/11/15 12:21:34.936, 332.22 W, 1455 MHz
2023/11/15 12:21:34.939, 332.22 W, 1455 MHz
2023/11/15 12:21:34.942, 332.22 W, 1455 MHz
2023/11/15 12:21:34.944, 332.22 W, 1455 MHz
2023/11/15 12:21:34.946, 332.22 W, 1455 MHz
2023/11/15 12:21:34.948, 332.22 W, 1455 MHz
2023/11/15 12:21:34.951, 332.22 W, 1455 MHz
2023/11/15 12:21:34.953, 332.22 W, 1455 MHz
2023/11/15 12:21:34.956, 332.22 W, 1455 MHz
2023/11/15 12:21:34.959, 332.22 W, 1455 MHz
2023/11/15 12:21:34.961, 332.22 W, 1455 MHz
2023/11/15 12:21:34.963, 332.22 W, 1455 MHz
2023/11/15 12:21:34.966, 332.22 W, 1455 MHz
2023/11/15 12:21:34.968, 332.22 W, 1455 MHz
2023/11/15 12:21:34.970, 332.22 W, 1455 MHz
2023/11/15 12:21:34.972, 332.22 W, 1455 MHz
2023/11/15 12:21:34.975, 332.22 W, 1455 MHz
2023/11/15 12:21:34.978, 332.22 W, 1455 MHz
2023/11/15 12:21:34.982, 332.22 W, 1455 MHz
2023/11/15 12:21:34.984, 332.22 W, 1455 MHz
2023/11/15 12:21:34.987, 332.22 W, 1455 MHz
2023/11/15 12:21:34.989, 332.22 W, 1455 MHz
2023/11/15 12:21:34.991, 332.53 W, 1455 MHz
2023/11/15 12:21:34.994, 332.53 W, 1455 MHz
2023/11/15 12:21:35.006, 332.53 W, 1455 MHz
2023/11/15 12:21:35.008, 332.53 W, 1455 MHz
2023/11/15 12:21:35.010, 332.53 W, 1455 MHz
2023/11/15 12:21:35.013, 332.53 W, 1455 MHz
2023/11/15 12:21:35.015, 332.53 W, 1455 MHz
2023/11/15 12:21:35.018, 332.53 W, 1455 MHz
2023/11/15 12:21:35.020, 332.53 W, 1455 MHz
2023/11/15 12:21:35.022, 332.53 W, 1455 MHz
2023/11/15 12:21:35.024, 332.53 W, 1455 MHz
2023/11/15 12:21:35.027, 332.53 W, 1455 MHz
2023/11/15 12:21:35.029, 332.53 W, 1455 MHz
2023/11/15 12:21:35.031, 332.53 W, 1455 MHz
2023/11/15 12:21:35.034, 332.53 W, 1455 MHz
2023/11/15 12:21:35.036, 332.53 W, 1455 MHz
2023/11/15 12:21:35.039, 332.53 W, 1455 MHz
2023/11/15 12:21:35.042, 332.53 W, 1455 MHz
2023/11/15 12:21:35.044, 332.53 W, 1455 MHz
2023/11/15 12:21:35.046, 332.53 W, 1455 MHz
2023/11/15 12:21:35.048, 332.53 W, 1455 MHz
2023/11/15 12:21:35.051, 332.53 W, 1455 MHz
2023/11/15 12:21:35.053, 332.53 W, 1455 MHz
2023/11/15 12:21:35.055, 332.53 W, 1455 MHz
2023/11/15 12:21:35.058, 332.53 W, 1455 MHz
2023/11/15 12:21:35.060, 332.53 W, 1455 MHz
2023/11/15 12:21:35.062, 332.53 W, 1455 MHz
2023/11/15 12:21:35.065, 332.53 W, 1455 MHz
2023/11/15 12:21:35.067, 332.53 W, 1455 MHz
2023/11/15 12:21:35.069, 332.53 W, 1455 MHz
2023/11/15 12:21:35.072, 332.53 W, 1455 MHz
2023/11/15 12:21:35.074, 332.53 W, 1455 MHz
2023/11/15 12:21:35.076, 332.53 W, 1455 MHz
2023/11/15 12:21:35.079, 332.53 W, 1455 MHz
2023/11/15 12:21:35.082, 332.53 W, 1455 MHz
2023/11/15 12:21:35.085, 332.53 W, 1455 MHz
2023/11/15 12:21:35.087, 332.53 W, 1455 MHz
2023/11/15 12:21:35.089, 332.53 W, 1455 MHz
2023/11/15 12:21:35.091, 332.56 W, 1455 MHz
2023/11/15 12:21:35.094, 332.56 W, 1455 MHz
2023/11/15 12:21:35.096, 332.56 W, 1455 MHz
2023/11/15 12:21:35.100, 332.56 W, 1455 MHz
2023/11/15 12:21:35.103, 332.56 W, 1455 MHz
2023/11/15 12:21:35.107, 332.56 W, 1440 MHz
2023/11/15 12:21:35.112, 332.56 W, 1440 MHz
2023/11/15 12:21:35.115, 332.56 W, 1440 MHz
2023/11/15 12:21:35.117, 332.56 W, 1440 MHz
2023/11/15 12:21:35.120, 332.56 W, 1440 MHz
2023/11/15 12:21:35.122, 332.56 W, 1440 MHz
2023/11/15 12:21:35.124, 332.56 W, 1440 MHz
2023/11/15 12:21:35.127, 332.56 W, 1440 MHz
2023/11/15 12:21:35.129, 332.56 W, 1440 MHz
2023/11/15 12:21:35.131, 332.56 W, 1440 MHz
2023/11/15 12:21:35.134, 332.56 W, 1440 MHz
2023/11/15 12:21:35.139, 332.56 W, 1455 MHz
2023/11/15 12:21:35.141, 332.56 W, 1455 MHz
2023/11/15 12:21:35.144, 332.56 W, 1455 MHz
2023/11/15 12:21:35.146, 332.56 W, 1455 MHz
2023/11/15 12:21:35.148, 332.56 W, 1455 MHz
2023/11/15 12:21:35.151, 332.56 W, 1455 MHz
2023/11/15 12:21:35.153, 332.56 W, 1455 MHz
2023/11/15 12:21:35.155, 332.56 W, 1455 MHz
2023/11/15 12:21:35.158, 332.56 W, 1455 MHz
2023/11/15 12:21:35.160, 332.56 W, 1455 MHz
2023/11/15 12:21:35.162, 332.56 W, 1455 MHz
2023/11/15 12:21:35.165, 332.56 W, 1455 MHz
2023/11/15 12:21:35.167, 332.56 W, 1455 MHz
2023/11/15 12:21:35.169, 332.56 W, 1455 MHz
2023/11/15 12:21:35.172, 332.56 W, 1455 MHz
2023/11/15 12:21:35.174, 332.56 W, 1455 MHz
2023/11/15 12:21:35.177, 332.56 W, 1455 MHz
2023/11/15 12:21:35.180, 332.56 W, 1455 MHz
2023/11/15 12:21:35.182, 332.56 W, 1455 MHz
2023/11/15 12:21:35.185, 332.56 W, 1455 MHz
2023/11/15 12:21:35.187, 332.56 W, 1455 MHz
2023/11/15 12:21:35.189, 332.56 W, 1455 MHz
2023/11/15 12:21:35.192, 332.19 W, 1455 MHz
2023/11/15 12:21:35.194, 332.19 W, 1455 MHz
2023/11/15 12:21:35.197, 332.19 W, 1455 MHz
2023/11/15 12:21:35.201, 332.19 W, 1455 MHz
2023/11/15 12:21:35.204, 332.19 W, 1455 MHz
2023/11/15 12:21:35.208, 332.19 W, 1455 MHz
2023/11/15 12:21:35.211, 332.19 W, 1455 MHz
2023/11/15 12:21:35.213, 332.19 W, 1455 MHz
2023/11/15 12:21:35.215, 332.19 W, 1455 MHz
2023/11/15 12:21:35.218, 332.19 W, 1455 MHz
2023/11/15 12:21:35.220, 332.19 W, 1455 MHz
2023/11/15 12:21:35.223, 332.19 W, 1455 MHz
2023/11/15 12:21:35.225, 332.19 W, 1455 MHz
2023/11/15 12:21:35.227, 332.19 W, 1455 MHz
2023/11/15 12:21:35.230, 332.19 W, 1455 MHz
2023/11/15 12:21:35.232, 332.19 W, 1455 MHz
2023/11/15 12:21:35.234, 332.19 W, 1455 MHz
2023/11/15 12:21:35.237, 332.19 W, 1440 MHz
2023/11/15 12:21:35.242, 332.19 W, 1440 MHz
2023/11/15 12:21:35.244, 332.19 W, 1440 MHz
2023/11/15 12:21:35.247, 332.19 W, 1440 MHz
2023/11/15 12:21:35.249, 332.19 W, 1440 MHz
2023/11/15 12:21:35.251, 332.19 W, 1440 MHz
2023/11/15 12:21:35.254, 332.19 W, 1440 MHz
2023/11/15 12:21:35.256, 332.19 W, 1440 MHz
2023/11/15 12:21:35.259, 332.19 W, 1440 MHz
2023/11/15 12:21:35.262, 332.19 W, 1440 MHz
2023/11/15 12:21:35.264, 332.19 W, 1440 MHz
2023/11/15 12:21:35.266, 332.19 W, 1440 MHz
2023/11/15 12:21:35.268, 332.19 W, 1440 MHz
2023/11/15 12:21:35.271, 332.19 W, 1440 MHz
2023/11/15 12:21:35.273, 332.19 W, 1440 MHz
2023/11/15 12:21:35.278, 332.19 W, 1440 MHz
2023/11/15 12:21:35.283, 332.19 W, 1440 MHz
2023/11/15 12:21:35.285, 332.19 W, 1440 MHz
2023/11/15 12:21:35.288, 332.19 W, 1440 MHz
2023/11/15 12:21:35.290, 332.19 W, 1440 MHz
2023/11/15 12:21:35.292, 331.66 W, 1440 MHz
2023/11/15 12:21:35.295, 331.66 W, 1440 MHz
2023/11/15 12:21:35.297, 331.66 W, 1440 MHz
2023/11/15 12:21:35.301, 331.66 W, 1440 MHz
2023/11/15 12:21:35.305, 331.66 W, 1440 MHz
2023/11/15 12:21:35.308, 331.66 W, 1440 MHz
2023/11/15 12:21:35.310, 331.66 W, 1440 MHz
2023/11/15 12:21:35.312, 331.66 W, 1440 MHz
2023/11/15 12:21:35.315, 331.66 W, 1440 MHz
2023/11/15 12:21:35.317, 331.66 W, 1455 MHz
2023/11/15 12:21:35.322, 331.66 W, 1455 MHz
2023/11/15 12:21:35.324, 331.66 W, 1455 MHz
2023/11/15 12:21:35.326, 331.66 W, 1455 MHz
2023/11/15 12:21:35.329, 331.66 W, 1455 MHz
2023/11/15 12:21:35.331, 331.66 W, 1455 MHz
2023/11/15 12:21:35.333, 331.66 W, 1455 MHz
2023/11/15 12:21:35.336, 331.66 W, 1455 MHz
2023/11/15 12:21:35.339, 331.66 W, 1455 MHz
2023/11/15 12:21:35.341, 331.66 W, 1455 MHz
2023/11/15 12:21:35.343, 331.66 W, 1455 MHz
2023/11/15 12:21:35.346, 331.66 W, 1455 MHz
2023/11/15 12:21:35.348, 331.66 W, 1455 MHz
2023/11/15 12:21:35.350, 331.66 W, 1455 MHz
2023/11/15 12:21:35.353, 331.66 W, 1455 MHz
2023/11/15 12:21:35.355, 331.66 W, 1455 MHz
2023/11/15 12:21:35.357, 331.66 W, 1455 MHz
2023/11/15 12:21:35.360, 331.66 W, 1455 MHz
2023/11/15 12:21:35.362, 331.66 W, 1455 MHz
2023/11/15 12:21:35.364, 331.66 W, 1455 MHz
2023/11/15 12:21:35.367, 331.66 W, 1455 MHz
2023/11/15 12:21:35.369, 331.66 W, 1455 MHz
2023/11/15 12:21:35.371, 331.66 W, 1455 MHz
2023/11/15 12:21:35.374, 331.66 W, 1455 MHz
2023/11/15 12:21:35.376, 331.66 W, 1455 MHz
2023/11/15 12:21:35.379, 331.66 W, 1455 MHz
2023/11/15 12:21:35.382, 331.66 W, 1455 MHz
2023/11/15 12:21:35.384, 331.66 W, 1455 MHz
2023/11/15 12:21:35.386, 331.66 W, 1455 MHz
2023/11/15 12:21:35.389, 331.66 W, 1455 MHz
2023/11/15 12:21:35.391, 331.79 W, 1455 MHz
2023/11/15 12:21:35.393, 331.79 W, 1455 MHz
2023/11/15 12:21:35.396, 331.79 W, 1455 MHz
2023/11/15 12:21:35.399, 331.79 W, 1455 MHz
2023/11/15 12:21:35.404, 331.79 W, 1455 MHz
2023/11/15 12:21:35.407, 331.79 W, 1455 MHz
2023/11/15 12:21:35.410, 331.79 W, 1455 MHz
2023/11/15 12:21:35.412, 331.79 W, 1455 MHz
2023/11/15 12:21:35.418, 331.79 W, 1455 MHz
2023/11/15 12:21:35.420, 331.79 W, 1455 MHz
2023/11/15 12:21:35.422, 331.79 W, 1455 MHz
2023/11/15 12:21:35.425, 331.79 W, 1455 MHz
2023/11/15 12:21:35.427, 331.79 W, 1455 MHz
2023/11/15 12:21:35.429, 331.79 W, 1455 MHz
2023/11/15 12:21:35.432, 331.79 W, 1455 MHz
2023/11/15 12:21:35.434, 331.79 W, 1455 MHz
2023/11/15 12:21:35.437, 331.79 W, 1440 MHz
2023/11/15 12:21:35.442, 331.79 W, 1440 MHz
2023/11/15 12:21:35.444, 331.79 W, 1440 MHz
2023/11/15 12:21:35.447, 331.79 W, 1440 MHz
2023/11/15 12:21:35.449, 331.79 W, 1440 MHz
2023/11/15 12:21:35.451, 331.79 W, 1440 MHz
2023/11/15 12:21:35.454, 331.79 W, 1440 MHz
2023/11/15 12:21:35.456, 331.79 W, 1440 MHz
2023/11/15 12:21:35.459, 331.79 W, 1440 MHz
2023/11/15 12:21:35.461, 331.79 W, 1440 MHz
2023/11/15 12:21:35.463, 331.79 W, 1440 MHz
2023/11/15 12:21:35.466, 331.79 W, 1440 MHz
2023/11/15 12:21:35.468, 331.79 W, 1440 MHz
2023/11/15 12:21:35.470, 331.79 W, 1440 MHz
2023/11/15 12:21:35.473, 331.79 W, 1440 MHz
2023/11/15 12:21:35.475, 331.79 W, 1440 MHz
2023/11/15 12:21:35.478, 331.79 W, 1455 MHz
2023/11/15 12:21:35.482, 331.79 W, 1455 MHz
2023/11/15 12:21:35.484, 331.79 W, 1455 MHz
2023/11/15 12:21:35.487, 331.79 W, 1455 MHz
2023/11/15 12:21:35.489, 331.79 W, 1455 MHz
2023/11/15 12:21:35.492, 332.02 W, 1455 MHz
2023/11/15 12:21:35.494, 332.02 W, 1455 MHz
2023/11/15 12:21:35.496, 332.02 W, 1455 MHz
2023/11/15 12:21:35.500, 332.02 W, 1455 MHz
2023/11/15 12:21:35.504, 332.02 W, 1455 MHz
2023/11/15 12:21:35.507, 332.02 W, 1455 MHz
2023/11/15 12:21:35.510, 332.02 W, 1455 MHz
2023/11/15 12:21:35.513, 332.02 W, 1455 MHz
2023/11/15 12:21:35.515, 332.02 W, 1455 MHz
2023/11/15 12:21:35.518, 332.02 W, 1455 MHz
2023/11/15 12:21:35.520, 332.02 W, 1455 MHz
2023/11/15 12:21:35.522, 332.02 W, 1455 MHz
2023/11/15 12:21:35.525, 332.02 W, 1455 MHz
2023/11/15 12:21:35.527, 332.02 W, 1455 MHz
2023/11/15 12:21:35.529, 332.02 W, 1455 MHz
2023/11/15 12:21:35.532, 332.02 W, 1455 MHz
2023/11/15 12:21:35.534, 332.02 W, 1455 MHz
2023/11/15 12:21:35.536, 332.02 W, 1455 MHz
2023/11/15 12:21:35.539, 332.02 W, 1455 MHz
2023/11/15 12:21:35.541, 332.02 W, 1455 MHz
2023/11/15 12:21:35.543, 332.02 W, 1455 MHz
2023/11/15 12:21:35.546, 332.02 W, 1455 MHz
2023/11/15 12:21:35.548, 332.02 W, 1455 MHz
2023/11/15 12:21:35.550, 332.02 W, 1455 MHz
2023/11/15 12:21:35.553, 332.02 W, 1455 MHz
2023/11/15 12:21:35.558, 332.02 W, 1455 MHz
2023/11/15 12:21:35.561, 332.02 W, 1455 MHz
2023/11/15 12:21:35.563, 332.02 W, 1455 MHz
2023/11/15 12:21:35.565, 332.02 W, 1455 MHz
2023/11/15 12:21:35.567, 332.02 W, 1455 MHz
2023/11/15 12:21:35.570, 332.02 W, 1455 MHz
2023/11/15 12:21:35.572, 332.02 W, 1455 MHz
2023/11/15 12:21:35.574, 332.02 W, 1455 MHz
2023/11/15 12:21:35.577, 332.02 W, 1455 MHz
2023/11/15 12:21:35.580, 332.02 W, 1455 MHz
2023/11/15 12:21:35.582, 332.02 W, 1455 MHz
2023/11/15 12:21:35.584, 332.02 W, 1455 MHz
2023/11/15 12:21:35.587, 332.02 W, 1455 MHz
2023/11/15 12:21:35.589, 332.02 W, 1455 MHz
2023/11/15 12:21:35.591, 331.94 W, 1455 MHz
2023/11/15 12:21:35.594, 331.94 W, 1455 MHz
2023/11/15 12:21:35.596, 331.94 W, 1455 MHz
2023/11/15 12:21:35.599, 331.94 W, 1455 MHz
2023/11/15 12:21:35.604, 331.94 W, 1455 MHz
2023/11/15 12:21:35.607, 331.94 W, 1455 MHz
2023/11/15 12:21:35.609, 331.94 W, 1455 MHz
2023/11/15 12:21:35.611, 331.94 W, 1455 MHz
2023/11/15 12:21:35.614, 331.94 W, 1455 MHz
2023/11/15 12:21:35.616, 331.94 W, 1455 MHz
2023/11/15 12:21:35.619, 331.94 W, 1455 MHz
2023/11/15 12:21:35.621, 331.94 W, 1455 MHz
2023/11/15 12:21:35.623, 331.94 W, 1455 MHz
2023/11/15 12:21:35.626, 331.94 W, 1455 MHz
2023/11/15 12:21:35.628, 331.94 W, 1455 MHz
2023/11/15 12:21:35.630, 331.94 W, 1455 MHz
2023/11/15 12:21:35.632, 331.94 W, 1455 MHz
2023/11/15 12:21:35.635, 331.94 W, 1455 MHz
2023/11/15 12:21:35.637, 331.94 W, 1455 MHz
2023/11/15 12:21:35.640, 331.94 W, 1455 MHz
2023/11/15 12:21:35.642, 331.94 W, 1455 MHz
2023/11/15 12:21:35.644, 331.94 W, 1455 MHz
2023/11/15 12:21:35.647, 331.94 W, 1455 MHz
2023/11/15 12:21:35.649, 331.94 W, 1455 MHz
2023/11/15 12:21:35.651, 331.94 W, 1455 MHz
2023/11/15 12:21:35.654, 331.94 W, 1455 MHz
2023/11/15 12:21:35.656, 331.94 W, 1470 MHz
2023/11/15 12:21:35.662, 331.94 W, 1470 MHz
2023/11/15 12:21:35.664, 331.94 W, 1470 MHz
2023/11/15 12:21:35.667, 331.94 W, 1470 MHz
2023/11/15 12:21:35.669, 331.94 W, 1470 MHz
2023/11/15 12:21:35.671, 331.94 W, 1470 MHz
2023/11/15 12:21:35.674, 331.94 W, 1470 MHz
2023/11/15 12:21:35.676, 331.94 W, 1470 MHz
2023/11/15 12:21:35.679, 331.94 W, 1470 MHz
2023/11/15 12:21:35.683, 331.94 W, 1470 MHz
2023/11/15 12:21:35.685, 331.94 W, 1470 MHz
2023/11/15 12:21:35.687, 331.94 W, 1470 MHz
2023/11/15 12:21:35.690, 331.94 W, 1470 MHz
2023/11/15 12:21:35.692, 331.14 W, 1470 MHz
2023/11/15 12:21:35.707, 331.14 W, 1470 MHz
2023/11/15 12:21:35.709, 331.14 W, 1470 MHz
2023/11/15 12:21:35.712, 331.14 W, 1470 MHz
2023/11/15 12:21:35.714, 331.14 W, 1470 MHz
2023/11/15 12:21:35.716, 331.14 W, 1470 MHz
2023/11/15 12:21:35.719, 331.14 W, 1470 MHz
2023/11/15 12:21:35.722, 331.14 W, 1470 MHz
2023/11/15 12:21:35.724, 331.14 W, 1470 MHz
2023/11/15 12:21:35.726, 331.14 W, 1470 MHz
2023/11/15 12:21:35.728, 331.14 W, 1470 MHz
2023/11/15 12:21:35.731, 331.14 W, 1470 MHz
2023/11/15 12:21:35.733, 331.14 W, 1470 MHz
2023/11/15 12:21:35.736, 331.14 W, 1470 MHz
2023/11/15 12:21:35.738, 331.14 W, 1485 MHz
2023/11/15 12:21:35.742, 331.14 W, 1485 MHz
2023/11/15 12:21:35.744, 331.14 W, 1485 MHz
2023/11/15 12:21:35.747, 331.14 W, 1485 MHz
2023/11/15 12:21:35.749, 331.14 W, 1485 MHz
2023/11/15 12:21:35.751, 331.14 W, 1485 MHz
2023/11/15 12:21:35.754, 331.14 W, 1485 MHz
2023/11/15 12:21:35.756, 331.14 W, 1455 MHz
2023/11/15 12:21:35.762, 331.14 W, 1455 MHz
2023/11/15 12:21:35.764, 331.14 W, 1455 MHz
2023/11/15 12:21:35.766, 331.14 W, 1455 MHz
2023/11/15 12:21:35.769, 331.14 W, 1455 MHz
2023/11/15 12:21:35.771, 331.14 W, 1455 MHz
2023/11/15 12:21:35.773, 331.14 W, 1455 MHz
2023/11/15 12:21:35.776, 331.14 W, 1455 MHz
2023/11/15 12:21:35.778, 331.14 W, 1440 MHz
2023/11/15 12:21:35.782, 331.14 W, 1440 MHz
2023/11/15 12:21:35.785, 331.14 W, 1440 MHz
2023/11/15 12:21:35.787, 331.14 W, 1440 MHz
2023/11/15 12:21:35.789, 331.14 W, 1440 MHz
2023/11/15 12:21:35.792, 330.86 W, 1440 MHz
2023/11/15 12:21:35.795, 330.86 W, 1440 MHz
2023/11/15 12:21:35.797, 330.86 W, 1440 MHz
2023/11/15 12:21:35.801, 330.86 W, 1440 MHz
2023/11/15 12:21:35.806, 330.86 W, 1455 MHz
2023/11/15 12:21:35.811, 330.86 W, 1455 MHz
2023/11/15 12:21:35.813, 330.86 W, 1455 MHz
2023/11/15 12:21:35.816, 330.86 W, 1455 MHz
2023/11/15 12:21:35.819, 330.86 W, 1455 MHz
2023/11/15 12:21:35.821, 330.86 W, 1455 MHz
2023/11/15 12:21:35.824, 330.86 W, 1455 MHz
2023/11/15 12:21:35.826, 330.86 W, 1455 MHz
2023/11/15 12:21:35.828, 330.86 W, 1455 MHz
2023/11/15 12:21:35.831, 330.86 W, 1455 MHz
2023/11/15 12:21:35.833, 330.86 W, 1455 MHz
2023/11/15 12:21:35.838, 330.86 W, 1455 MHz
2023/11/15 12:21:35.841, 330.86 W, 1455 MHz
2023/11/15 12:21:35.843, 330.86 W, 1455 MHz
2023/11/15 12:21:35.845, 330.86 W, 1455 MHz
2023/11/15 12:21:35.848, 330.86 W, 1455 MHz
2023/11/15 12:21:35.850, 330.86 W, 1455 MHz
2023/11/15 12:21:35.852, 330.86 W, 1455 MHz
2023/11/15 12:21:35.855, 330.86 W, 1455 MHz
2023/11/15 12:21:35.857, 330.86 W, 1455 MHz
2023/11/15 12:21:35.860, 330.86 W, 1455 MHz
2023/11/15 12:21:35.862, 330.86 W, 1455 MHz
2023/11/15 12:21:35.864, 330.86 W, 1455 MHz
2023/11/15 12:21:35.867, 330.86 W, 1455 MHz
2023/11/15 12:21:35.869, 330.86 W, 1455 MHz
2023/11/15 12:21:35.871, 330.86 W, 1455 MHz
2023/11/15 12:21:35.874, 330.86 W, 1455 MHz
2023/11/15 12:21:35.876, 330.86 W, 1455 MHz
2023/11/15 12:21:35.878, 330.86 W, 1455 MHz
2023/11/15 12:21:35.882, 330.86 W, 1455 MHz
2023/11/15 12:21:35.884, 330.86 W, 1455 MHz
2023/11/15 12:21:35.886, 330.86 W, 1455 MHz
2023/11/15 12:21:35.889, 330.86 W, 1455 MHz
2023/11/15 12:21:35.891, 330.86 W, 1455 MHz
2023/11/15 12:21:35.893, 330.61 W, 1455 MHz
2023/11/15 12:21:35.896, 330.61 W, 1455 MHz
2023/11/15 12:21:35.899, 330.61 W, 1455 MHz
2023/11/15 12:21:35.903, 330.61 W, 1455 MHz
2023/11/15 12:21:35.909, 330.61 W, 1455 MHz
2023/11/15 12:21:35.912, 330.61 W, 1455 MHz
2023/11/15 12:21:35.914, 330.61 W, 1455 MHz
2023/11/15 12:21:35.916, 330.61 W, 1455 MHz
2023/11/15 12:21:35.919, 330.61 W, 1455 MHz
2023/11/15 12:21:35.922, 330.61 W, 1455 MHz
2023/11/15 12:21:35.924, 330.61 W, 1455 MHz
2023/11/15 12:21:35.926, 330.61 W, 1455 MHz
2023/11/15 12:21:35.928, 330.61 W, 1455 MHz
2023/11/15 12:21:35.931, 330.61 W, 1455 MHz
2023/11/15 12:21:35.933, 330.61 W, 1455 MHz
2023/11/15 12:21:35.936, 330.61 W, 1455 MHz
2023/11/15 12:21:35.938, 330.61 W, 1455 MHz
2023/11/15 12:21:35.940, 330.61 W, 1455 MHz
2023/11/15 12:21:35.943, 330.61 W, 1455 MHz
2023/11/15 12:21:35.945, 330.61 W, 1455 MHz
2023/11/15 12:21:35.947, 330.61 W, 1455 MHz
2023/11/15 12:21:35.950, 330.61 W, 1455 MHz
2023/11/15 12:21:35.952, 330.61 W, 1455 MHz
2023/11/15 12:21:35.954, 330.61 W, 1455 MHz
2023/11/15 12:21:35.957, 330.61 W, 1455 MHz
2023/11/15 12:21:35.960, 330.61 W, 1455 MHz
2023/11/15 12:21:35.962, 330.61 W, 1455 MHz
2023/11/15 12:21:35.964, 330.61 W, 1455 MHz
2023/11/15 12:21:35.966, 330.61 W, 1455 MHz
2023/11/15 12:21:35.969, 330.61 W, 1455 MHz
2023/11/15 12:21:35.971, 330.61 W, 1455 MHz
2023/11/15 12:21:35.973, 330.61 W, 1455 MHz
2023/11/15 12:21:35.978, 330.61 W, 1455 MHz
2023/11/15 12:21:35.981, 330.61 W, 1455 MHz
2023/11/15 12:21:35.983, 330.61 W, 1455 MHz
2023/11/15 12:21:35.985, 330.61 W, 1455 MHz
2023/11/15 12:21:35.987, 330.61 W, 1455 MHz
2023/11/15 12:21:35.990, 330.61 W, 1455 MHz
2023/11/15 12:21:35.992, 330.25 W, 1455 MHz
2023/11/15 12:21:35.995, 330.25 W, 1455 MHz
2023/11/15 12:21:35.997, 330.25 W, 1455 MHz
2023/11/15 12:21:36.001, 330.25 W, 1455 MHz
2023/11/15 12:21:36.005, 330.25 W, 1455 MHz
2023/11/15 12:21:36.008, 330.25 W, 1455 MHz
2023/11/15 12:21:36.010, 330.25 W, 1455 MHz
2023/11/15 12:21:36.012, 330.25 W, 1455 MHz
2023/11/15 12:21:36.015, 330.25 W, 1455 MHz
2023/11/15 12:21:36.017, 330.25 W, 1455 MHz
2023/11/15 12:21:36.020, 330.25 W, 1455 MHz
2023/11/15 12:21:36.022, 330.25 W, 1455 MHz
2023/11/15 12:21:36.024, 330.25 W, 1455 MHz
2023/11/15 12:21:36.027, 330.25 W, 1455 MHz
2023/11/15 12:21:36.029, 330.25 W, 1455 MHz
2023/11/15 12:21:36.031, 330.25 W, 1455 MHz
2023/11/15 12:21:36.033, 330.25 W, 1455 MHz
2023/11/15 12:21:36.036, 330.25 W, 1455 MHz
2023/11/15 12:21:36.038, 330.25 W, 1455 MHz
2023/11/15 12:21:36.041, 330.25 W, 1455 MHz
2023/11/15 12:21:36.043, 330.25 W, 1455 MHz
2023/11/15 12:21:36.045, 330.25 W, 1455 MHz
2023/11/15 12:21:36.048, 330.25 W, 1455 MHz
2023/11/15 12:21:36.050, 330.25 W, 1455 MHz
2023/11/15 12:21:36.052, 330.25 W, 1455 MHz
2023/11/15 12:21:36.055, 330.25 W, 1455 MHz
2023/11/15 12:21:36.057, 330.25 W, 1455 MHz
2023/11/15 12:21:36.060, 330.25 W, 1455 MHz
2023/11/15 12:21:36.062, 330.25 W, 1455 MHz
